Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Fabio Vieira,pt POR,"MF,FW",22-255,11,1,264.0,2.9,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,1.1,1.5,2.0,12.0,16.0,0.34,0.34,0.68,0.34,0.68,0.11,0.39,0.5,0.11,0.5,Matches
Mohamed Elneny,eg EGY,MF,30-213,5,1,113.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Reiss Nelson,eng ENG,FW,23-061,2,0,65.0,0.7,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.6,0.6,0.1,0.7,8.0,1.0,12.0,2.77,1.38,4.15,2.77,4.15,0.87,0.11,0.99,0.87,0.99,Matches
Emile Smith Rowe,eng ENG,"MF,FW",22-196,5,0,52.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.16,0.49,0.65,0.16,0.65,Matches
Leandro Trossard,be BEL,FW,28-067,2,0,41.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,5.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.21,0.21,0.21,Matches
Jorginho,it ITA,MF,31-051,1,0,32.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches
Cédric Soares,pt POR,DF,31-162,2,0,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rob Holding,eng ENG,DF,27-142,6,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Marquinhos,br BRA,MF,19-308,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ethan Nwaneri,eng ENG,FW,15-325,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Nathan Butler-Oyedeji,eng ENG,FW,20-036,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Amario Duberry,eng ENG,FW,17-256,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Karl Jakob Hein,ee EST,GK,20-302,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Jakub Kiwior,pl POL,"DF,MF",22-359,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Nicolas Pépé,ci CIV,"FW,MF",27-256,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Matthew Smith,eng ENG,MF,22-127,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Lino Sousa,eng ENG,DF,18-021,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Matt Turner,us USA,GK,28-230,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Squad Total,,,24.9,20,220,1800.0,20.0,43.0,31.0,74.0,42.0,1.0,1.0,34.0,0.0,38.2,37.7,27.0,64.8,431.0,1030.0,1014.0,2.15,1.55,3.7,2.1,3.65,1.91,1.35,3.26,1.89,3.24,
Opponent Total,,,27.4,20,220,1800.0,20.0,16.0,10.0,26.0,14.0,2.0,3.0,47.0,1.0,18.6,16.3,13.7,30.0,273.0,484.0,480.0,0.8,0.5,1.3,0.7,1.2,0.93,0.68,1.62,0.81,1.5,
