Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0
Antoine Semenyo,gh GHA,FW,23-033,1.0,11,16,68.8,200,60,4,7,57.1,6,7,85.7,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,3,Matches
Hamed Junior Traorè,ci CIV,FW,22-358,0.7,12,20,60.0,215,99,6,6,100.0,3,7,42.9,2,2,100.0,0,0.0,0.2,0.0,1,1,2,1,3,Matches
Siriki Dembélé,ci CIV,"FW,MF",26-155,1.2,37,47,78.7,543,223,22,29,75.9,10,13,76.9,2,2,100.0,0,0.3,0.2,-0.3,4,2,3,2,4,Matches
Junior Stanislas,eng ENG,MF,33-075,0.7,22,28,78.6,329,71,12,14,85.7,9,11,81.8,0,1,0.0,0,0.1,0.2,-0.1,2,3,0,0,4,Matches
Jamal Lowe,jm JAM,"MF,FW",28-203,0.1,2,4,50.0,18,3,1,1,100.0,0,0,,0,1,0.0,0,0.0,0.0,0.0,0,0,1,0,1,Matches
Matías Viña,uy URU,MF,25-092,0.1,1,1,100.0,16,15,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Owen Bevan,wls WAL,DF,19-106,0.1,2,3,66.7,38,7,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Emiliano Marcondes,dk DEN,MF,27-337,0.1,1,1,100.0,56,37,0,0,,0,0,,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
Squad Total,,,26.9,21.0,6330,8371,75.6,112452,46381,2874,3372,85.2,2572,3078,83.6,667,1345,49.6,15,13.2,13.5,1.8,137,440,124,42,519,
Opponent Total,,,27.3,21.0,10420,12610,82.6,184601,59668,4605,5136,89.7,4532,5164,87.8,1035,1679,61.6,29,24.1,23.3,4.9,248,914,238,55,1104,
