Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Daniel Adu-Adjei,eng ENG,FW,17-233,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Michael DaCosta,es ESP,FW,17-341,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Will Dennis,eng ENG,GK,22-214,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Ben Greenwood,ie IRL,DF,19-354,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
James Hill,eng ENG,DF,21-030,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Cameron Plain,eng ENG,GK,20-073,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Euan Pollock,eng ENG,FW,20-129,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Dominic Sadi,eng ENG,MF,19-160,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Christian Saydee,lr LBR,FW,20-275,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Maxwell Wellings,eng ENG,DF,18-007,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Squad Total,,,26.9,21,231,1890.0,21.0,19.0,15.0,34.0,19.0,0.0,0.0,34.0,0.0,16.4,16.4,13.2,29.6,267.0,519.0,508.0,0.9,0.71,1.62,0.9,1.62,0.78,0.63,1.41,0.78,1.41,
Opponent Total,,,27.3,21,231,1890.0,21.0,41.0,29.0,70.0,35.0,6.0,6.0,29.0,0.0,35.3,30.6,24.1,54.7,425.0,1104.0,1099.0,1.95,1.38,3.33,1.67,3.05,1.68,1.15,2.83,1.46,2.61,
