Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 26_level_0
Adam Webster,eng ENG,DF,28-036,15,1173.0,78.0,65.2,13.0,13,90.0,13,2,2.0,1,1.8,22.0,17.0,5.0,0.38,-0.48,20.9,14.5,6.5,0.5,0.53,Matches
Danny Welbeck,eng ENG,FW,32-075,16,1142.0,71.0,63.4,12.7,13,82.0,7,3,26.0,0,1.56,18.0,16.0,2.0,0.16,-1.07,20.5,14.3,6.1,0.48,0.47,Matches
Adam Lallana,eng ENG,"MF,FW",34-275,16,722.0,45.0,40.1,8.0,12,55.0,0,4,15.0,0,1.56,16.0,10.0,6.0,0.75,0.33,12.0,10.7,1.3,0.16,-0.25,Matches
Kaoru Mitoma,jp JPN,"FW,DF",25-265,15,840.0,56.0,46.7,9.3,8,86.0,4,7,22.0,2,1.8,22.0,11.0,11.0,1.18,1.18,15.8,12.5,3.4,0.36,0.1,Matches
Levi Colwill,eng ENG,DF,19-348,7,463.0,66.0,25.7,5.1,5,90.0,5,2,7.0,8,2.14,13.0,8.0,5.0,0.97,0.57,6.5,9.1,-2.6,-0.5,-1.09,Matches
Tariq Lamptey,gh GHA,DF,22-132,17,394.0,23.0,21.9,4.4,2,82.0,1,15,15.0,3,1.65,6.0,6.0,0.0,0.0,-0.7,6.1,6.2,-0.1,-0.02,-0.43,Matches
Enock Mwepu,zm ZAM,"FW,MF",25-039,6,213.0,36.0,11.8,2.4,2,73.0,0,4,17.0,0,2.17,5.0,4.0,1.0,0.42,-0.14,4.2,2.8,1.4,0.59,0.31,Matches
Evan Ferguson,ie IRL,FW,18-113,5,199.0,40.0,11.1,2.2,2,68.0,0,3,21.0,2,2.0,9.0,1.0,8.0,3.62,3.45,4.3,1.8,2.6,1.16,0.95,Matches
Billy Gilmour,sct SCO,MF,21-243,7,163.0,23.0,9.1,1.8,2,73.0,1,5,3.0,8,1.71,4.0,4.0,0.0,0.0,-0.6,3.3,3.4,-0.2,-0.08,-0.43,Matches
Deniz Undav,de GER,"FW,MF",26-205,9,175.0,19.0,9.7,1.9,1,74.0,0,8,13.0,9,1.44,2.0,0.0,2.0,1.03,0.53,3.9,0.9,2.9,1.5,1.32,Matches
Jeremy Sarmiento,ec ECU,MF,20-238,7,165.0,24.0,9.2,1.8,1,61.0,0,6,17.0,8,2.14,8.0,2.0,6.0,3.27,3.0,3.6,2.4,1.1,0.62,0.34,Matches
Jan Paul van Hecke,nl NED,DF,22-246,2,80.0,40.0,4.4,0.9,1,77.0,0,1,3.0,12,2.0,1.0,2.0,-1.0,-1.13,-1.75,1.5,0.9,0.7,0.75,0.46,Matches
Julio César Enciso,py PAR,"FW,MF",19-017,5,131.0,26.0,7.3,1.5,0,,0,5,26.0,8,1.8,3.0,3.0,0.0,0.0,-0.59,1.5,3.1,-1.5,-1.03,-1.45,Matches
Facundo Buonanotte,ar ARG,"MF,FW",18-048,1,16.0,16.0,0.9,0.2,0,,0,1,16.0,0,3.0,1.0,0.0,1.0,5.63,5.12,0.4,0.5,-0.1,-0.8,-1.12,Matches
Andrew Moran,ie IRL,FW,19-117,1,12.0,12.0,0.7,0.1,0,,0,1,12.0,4,3.0,0.0,1.0,-1.0,-7.5,-8.1,0.1,0.8,-0.7,-5.5,-5.85,Matches
Steven Alzate,co COL,MF,24-154,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
James Furlong,ie IRL,DF,20-247,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Jack Hinshelwood,eng ENG,MF,17-304,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Neal Maupay,fr FRA,"FW,MF",26-179,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Odeluga Offiah,eng ENG,DF,20-106,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Jason Steele,eng ENG,GK,32-175,0,,,,,0,,0,0,,20,,,,,,,,,,,,Matches
Ed Turns,wls WAL,DF,20-114,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
Squad Total,,,27.4,20,1800.0,90.0,100.0,20.0,220,84.0,145,76,17.0,104,1.7,38.0,27.0,11.0,0.55,,31.3,25.1,6.2,0.31,,
Opponent Total,,,27.2,20,1800.0,90.0,100.0,20.0,220,84.0,145,76,17.0,99,1.1,27.0,38.0,-11.0,-0.55,,25.1,31.3,-6.2,-0.31,,
