Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Kaoru Mitoma,jp JPN,"FW,DF",25-265,15,8,840.0,9.3,5.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,1.9,1.9,2.6,4.5,54.0,36.0,98.0,0.54,0.11,0.64,0.54,0.64,0.21,0.28,0.49,0.21,0.49,Matches
Levi Colwill,eng ENG,DF,19-348,7,5,463.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,6.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,Matches
Tariq Lamptey,gh GHA,DF,22-132,17,2,394.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.3,24.0,23.0,50.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,Matches
Enock Mwepu,zm ZAM,"FW,MF",25-039,6,2,213.0,2.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.7,5.0,6.0,17.0,0.0,0.42,0.42,0.0,0.42,0.09,0.2,0.29,0.09,0.29,Matches
Evan Ferguson,ie IRL,FW,18-113,5,2,199.0,2.2,3.0,2.0,5.0,3.0,0.0,0.0,1.0,0.0,1.2,1.2,0.3,1.4,1.0,3.0,10.0,1.36,0.9,2.26,1.36,2.26,0.53,0.12,0.65,0.53,0.65,Matches
Billy Gilmour,sct SCO,MF,21-243,7,2,163.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.3,3.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.12,0.05,0.17,0.12,0.17,Matches
Deniz Undav,de GER,"FW,MF",26-205,9,1,175.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.7,2.0,2.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.66,0.36,1.02,0.66,1.02,Matches
Jeremy Sarmiento,ec ECU,MF,20-238,7,1,165.0,1.8,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.2,0.5,5.0,8.0,18.0,0.0,0.55,0.55,0.0,0.55,0.19,0.11,0.3,0.19,0.3,Matches
Jan Paul van Hecke,nl NED,DF,22-246,2,1,80.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.6,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.67,0.67,0.67,Matches
Julio César Enciso,py PAR,"FW,MF",19-017,5,0,131.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.1,0.6,6.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.36,0.05,0.4,0.36,0.4,Matches
Facundo Buonanotte,ar ARG,"MF,FW",18-048,1,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.27,0.0,0.27,Matches
Andrew Moran,ie IRL,FW,19-117,1,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Steven Alzate,co COL,MF,24-154,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
James Furlong,ie IRL,DF,20-247,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Jack Hinshelwood,eng ENG,MF,17-304,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Neal Maupay,fr FRA,"FW,MF",26-179,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Odeluga Offiah,eng ENG,DF,20-106,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Jason Steele,eng ENG,GK,32-175,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Ed Turns,wls WAL,DF,20-114,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Squad Total,,,27.4,20,220,1800.0,20.0,34.0,21.0,55.0,31.0,3.0,3.0,30.0,0.0,31.3,29.1,22.4,51.5,390.0,957.0,946.0,1.7,1.05,2.75,1.55,2.6,1.57,1.12,2.69,1.46,2.58,
Opponent Total,,,27.2,20,220,1800.0,20.0,24.0,13.0,37.0,19.0,5.0,6.0,45.0,1.0,25.1,20.2,14.4,34.6,279.0,596.0,591.0,1.2,0.65,1.85,0.95,1.6,1.25,0.72,1.97,1.01,1.73,
