Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 26_level_0
Joseph Hodge,ie IRL,MF,20-148,5,169.0,34.0,8.9,1.9,1,58.0,0,4,28.0,8,1.4,1.0,5.0,-4.0,-2.13,-1.55,2.0,4.2,-2.2,-1.16,-0.76,Matches
Pablo Sarabia,es ESP,FW,30-274,2,104.0,52.0,5.5,1.2,1,59.0,0,1,45.0,0,1.5,2.0,2.0,0.0,0.0,0.76,1.5,3.0,-1.4,-1.24,-0.82,Matches
Craig Dawson,eng ENG,DF,32-279,1,90.0,90.0,4.8,1.0,1,90.0,1,0,,0,3.0,3.0,0.0,3.0,3.0,3.9,2.0,1.8,0.2,0.2,0.7,Matches
Sasa Kalajdzic,at AUT,FW,25-217,1,45.0,45.0,2.4,0.5,1,45.0,0,0,,0,3.0,1.0,0.0,1.0,2.0,2.78,0.6,0.6,0.0,0.04,0.51,Matches
Chem Campbell,wls WAL,"FW,MF",20-041,5,74.0,15.0,3.9,0.8,0,,0,5,15.0,9,0.0,0.0,2.0,-2.0,-2.43,-1.79,0.2,1.0,-0.8,-1.01,-0.57,Matches
Dexter Lembikisa,jm JAM,DF,19-097,1,23.0,23.0,1.2,0.3,0,,0,1,23.0,1,0.0,0.0,1.0,-1.0,-3.91,-3.24,0.4,0.4,0.0,0.05,0.52,Matches
Connor Ronan,ie IRL,MF,24-340,1,1.0,1.0,0.1,0.0,0,,0,1,1.0,10,0.0,0.0,0.0,0.0,0.0,0.71,0.1,0.0,0.1,8.16,8.63,Matches
Daniel Bentley,eng ENG,GK,29-211,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Willy Boly,ci CIV,DF,32-006,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
Conor Coady,eng ENG,"DF,MF",29-349,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Luke Cundle,eng ENG,MF,20-289,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
Nathan Fraser,ie IRL,FW,17-352,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Harvey Griffiths,eng ENG,MF,19-140,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Yerson Mosquera,co COL,DF,21-283,0,,,,,0,,0,0,,11,,,,,,,,,,,,Matches
Matija Šarkić,me MNE,GK,25-201,0,,,,,0,,0,0,,20,,,,,,,,,,,,Matches
Squad Total,,,26.8,21,1890.0,90.0,100.0,21.0,231,82.0,146,82,22.0,106,0.95,15.0,30.0,-15.0,-0.71,,20.9,30.7,-9.8,-0.47,,
Opponent Total,,,27.1,21,1890.0,90.0,100.0,21.0,231,82.0,146,82,22.0,102,1.81,30.0,15.0,15.0,0.71,,30.7,20.9,9.8,0.47,,
