Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0
Matheus Cunha,br BRA,FW,23-258,2.1,37,51,72.5,482,55,28,35,80.0,5,6,83.3,3,6,50.0,0,0.3,0.0,-0.3,2,0,1,0,2,Matches
Morgan Gibbs-White,eng ENG,"FW,MF",23-013,2.0,75,95,78.9,1122,345,47,58,81.0,17,21,81.0,7,9,77.8,0,0.1,0.2,-0.1,1,10,1,0,12,Matches
Mario Lemina,ga GAB,MF,29-161,1.8,62,72,86.1,1085,284,30,34,88.2,28,30,93.3,4,6,66.7,0,0.1,0.3,-0.1,1,3,3,1,6,Matches
Joseph Hodge,ie IRL,MF,20-148,1.9,69,87,79.3,1067,354,41,45,91.1,19,22,86.4,5,7,71.4,0,0.1,0.0,-0.1,1,7,1,0,7,Matches
Pablo Sarabia,es ESP,FW,30-274,1.2,21,34,61.8,389,82,10,16,62.5,7,9,77.8,4,8,50.0,0,0.0,0.1,0.0,0,2,1,0,3,Matches
Craig Dawson,eng ENG,DF,32-279,1.0,41,46,89.1,788,239,11,12,91.7,27,29,93.1,3,5,60.0,0,0.0,0.0,0.0,1,2,0,0,0,Matches
Sasa Kalajdzic,at AUT,FW,25-217,0.5,2,4,50.0,26,0,1,2,50.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Chem Campbell,wls WAL,"FW,MF",20-041,0.8,23,32,71.9,344,64,10,11,90.9,13,14,92.9,0,5,0.0,0,0.0,0.0,0.0,0,2,0,0,4,Matches
Dexter Lembikisa,jm JAM,DF,19-097,0.3,10,13,76.9,180,73,5,5,100.0,5,5,100.0,0,0,,0,0.0,0.0,0.0,0,2,0,0,3,Matches
Connor Ronan,ie IRL,MF,24-340,0.0,3,4,75.0,37,18,2,2,100.0,1,2,50.0,0,0,,0,0.0,0.0,0.0,0,3,0,0,0,Matches
Squad Total,,,26.8,21.0,7990,9989,80.0,146370,48645,3462,3924,88.2,3492,3995,87.4,871,1555,56.0,9,15.2,12.1,-6.2,178,644,155,41,790,
Opponent Total,,,27.1,21.0,8581,10608,80.9,150014,53837,4008,4507,88.9,3523,4051,87.0,840,1487,56.5,22,21.8,21.0,0.2,206,722,192,52,888,
