Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Hugo Bueno,es ESP,DF,20-144,11,10,821.0,9.1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.6,0.8,34.0,23.0,43.0,0.0,0.11,0.11,0.0,0.11,0.02,0.06,0.08,0.02,0.08,Matches
Hwang Hee-chan,kr KOR,FW,27-014,17,9,690.0,7.7,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,1.0,1.5,16.0,19.0,35.0,0.0,0.13,0.13,0.0,0.13,0.06,0.13,0.19,0.06,0.19,Matches
Rayan Aït Nouri,fr FRA,DF,21-248,16,8,868.0,9.6,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.7,0.7,1.0,1.7,25.0,36.0,67.0,0.1,0.0,0.1,0.1,0.1,0.07,0.1,0.18,0.07,0.18,Matches
Gonçalo Guedes,pt POR,"FW,MF",26-072,13,8,707.0,7.9,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.2,1.2,0.5,1.7,20.0,16.0,54.0,0.13,0.13,0.25,0.13,0.25,0.15,0.06,0.22,0.15,0.22,Matches
Diego Costa,es ESP,FW,34-125,9,8,612.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.3,2.3,8.0,4.0,31.0,0.0,0.0,0.0,0.0,0.0,0.3,0.04,0.34,0.3,0.34,Matches
Pedro Neto,pt POR,"FW,MF",22-337,8,8,599.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,1.2,1.9,26.0,18.0,79.0,0.0,0.0,0.0,0.0,0.0,0.1,0.18,0.28,0.1,0.28,Matches
Adama Traoré,es ESP,"FW,MF",27-015,18,7,855.0,9.5,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,2.2,2.9,48.0,23.0,85.0,0.11,0.11,0.21,0.11,0.21,0.08,0.23,0.31,0.08,0.31,Matches
Boubacar Traoré,ml MLI,MF,21-173,8,4,384.0,4.3,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.2,0.2,4.0,8.0,2.0,0.0,0.23,0.23,0.0,0.23,0.02,0.04,0.06,0.02,0.06,Matches
Raúl Jiménez,mx MEX,FW,31-280,7,3,325.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.6,0.5,2.1,4.0,6.0,19.0,0.0,0.0,0.0,0.0,0.0,0.43,0.13,0.57,0.43,0.57,Matches
Toti Gomes,pt POR,DF,24-024,7,3,310.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches
Leander Dendoncker,be BEL,MF,27-300,4,2,214.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.7,1.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.27,0.02,0.29,0.27,0.29,Matches
Matheus Cunha,br BRA,FW,23-258,4,2,192.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.6,3.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.15,0.12,0.27,0.15,0.27,Matches
Morgan Gibbs-White,eng ENG,"FW,MF",23-013,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,0.1,0.8,4.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.36,0.04,0.4,0.36,0.4,Matches
Mario Lemina,ga GAB,MF,29-161,3,2,166.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.08,0.01,0.08,Matches
Joseph Hodge,ie IRL,MF,20-148,5,1,169.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.2,1.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.09,0.06,0.09,Matches
Pablo Sarabia,es ESP,FW,30-274,2,1,104.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.35,0.35,0.35,Matches
Craig Dawson,eng ENG,DF,32-279,1,1,90.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.0,0.3,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.25,0.03,0.28,0.25,0.28,Matches
Sasa Kalajdzic,at AUT,FW,25-217,1,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.53,0.53,0.53,Matches
Chem Campbell,wls WAL,"FW,MF",20-041,5,0,74.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,Matches
Dexter Lembikisa,jm JAM,DF,19-097,1,0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Connor Ronan,ie IRL,MF,24-340,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Daniel Bentley,eng ENG,GK,29-211,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Willy Boly,ci CIV,DF,32-006,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Conor Coady,eng ENG,"DF,MF",29-349,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Luke Cundle,eng ENG,MF,20-289,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Nathan Fraser,ie IRL,FW,17-352,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Harvey Griffiths,eng ENG,MF,19-140,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Yerson Mosquera,co COL,DF,21-283,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Matija Šarkić,me MNE,GK,25-201,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Squad Total,,,26.8,21,231,1890.0,21.0,14.0,9.0,23.0,12.0,2.0,2.0,42.0,3.0,20.9,19.4,15.2,34.6,373.0,790.0,785.0,0.67,0.43,1.1,0.57,1.0,1.0,0.72,1.72,0.92,1.65,
Opponent Total,,,27.1,21,231,1890.0,21.0,29.0,22.0,51.0,28.0,1.0,3.0,37.0,0.0,30.7,28.3,21.8,50.2,408.0,888.0,879.0,1.38,1.05,2.43,1.33,2.38,1.46,1.04,2.5,1.35,2.39,
