Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 22_level_0
Hugo Bueno,es ESP,DF,20-144,9.1,0,4,1,25.0,0.44,0.11,0.0,0.0,18.5,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Hwang Hee-chan,kr KOR,FW,27-014,7.7,0,6,3,50.0,0.78,0.39,0.0,0.0,20.3,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
Rayan Aït Nouri,fr FRA,DF,21-248,9.6,1,10,5,50.0,1.04,0.52,0.1,0.2,14.1,0,0,0,0.7,0.7,0.07,0.3,0.3,Matches
Gonçalo Guedes,pt POR,"FW,MF",26-072,7.9,1,19,6,31.6,2.42,0.76,0.05,0.17,18.4,1,0,0,1.2,1.2,0.06,-0.2,-0.2,Matches
Diego Costa,es ESP,FW,34-125,6.8,0,20,7,35.0,2.94,1.03,0.0,0.0,11.8,0,0,0,2.0,2.0,0.1,-2.0,-2.0,Matches
Pedro Neto,pt POR,"FW,MF",22-337,6.7,0,11,2,18.2,1.65,0.3,0.0,0.0,20.7,0,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches
Adama Traoré,es ESP,"FW,MF",27-015,9.5,1,11,3,27.3,1.16,0.32,0.09,0.33,15.4,0,0,0,0.8,0.8,0.07,0.2,0.2,Matches
Boubacar Traoré,ml MLI,MF,21-173,4.3,0,3,0,0.0,0.7,0.0,0.0,,29.3,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
Raúl Jiménez,mx MEX,FW,31-280,3.6,0,12,4,33.3,3.32,1.11,0.0,0.0,15.0,0,0,0,1.6,1.6,0.13,-1.6,-1.6,Matches
Toti Gomes,pt POR,DF,24-024,3.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Leander Dendoncker,be BEL,MF,27-300,2.4,0,3,2,66.7,1.26,0.84,0.0,0.0,16.7,0,0,0,0.7,0.7,0.22,-0.7,-0.7,Matches
Matheus Cunha,br BRA,FW,23-258,2.1,0,5,2,40.0,2.34,0.94,0.0,0.0,17.7,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
Morgan Gibbs-White,eng ENG,"FW,MF",23-013,2.0,0,3,1,33.3,1.5,0.5,0.0,0.0,11.5,0,0,0,0.7,0.7,0.24,-0.7,-0.7,Matches
Mario Lemina,ga GAB,MF,29-161,1.8,0,1,0,0.0,0.54,0.0,0.0,,32.7,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
Joseph Hodge,ie IRL,MF,20-148,1.9,0,1,0,0.0,0.53,0.0,0.0,,12.7,0,0,0,0.1,0.1,0.12,-0.1,-0.1,Matches
Pablo Sarabia,es ESP,FW,30-274,1.2,0,4,0,0.0,3.46,0.0,0.0,,13.6,0,0,0,0.4,0.4,0.1,-0.4,-0.4,Matches
Craig Dawson,eng ENG,DF,32-279,1.0,1,2,1,50.0,2.0,1.0,0.5,1.0,9.5,0,0,0,0.3,0.3,0.13,0.7,0.7,Matches
Sasa Kalajdzic,at AUT,FW,25-217,0.5,0,1,0,0.0,2.0,0.0,0.0,,4.4,0,0,0,0.3,0.3,0.27,-0.3,-0.3,Matches
Chem Campbell,wls WAL,"FW,MF",20-041,0.8,0,2,0,0.0,2.43,0.0,0.0,,11.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Dexter Lembikisa,jm JAM,DF,19-097,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Connor Ronan,ie IRL,MF,24-340,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,26.8,21.0,14,241,66,27.4,11.48,3.14,0.05,0.18,18.3,12,2,2,20.9,19.4,0.08,-6.9,-7.4,
Opponent Total,,,27.1,21.0,29,287,85,29.6,13.67,4.05,0.1,0.33,17.1,14,1,3,30.7,28.3,0.1,-1.7,-0.3,
