Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Cameron Archer,eng ENG,"FW,MF",21-203,6,0,49.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Morgan Sanson,fr FRA,MF,28-175,2,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jhon Durán,co COL,FW,19-058,1,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Lamare Bogarde,nl NED,MF,19-035,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Tim Iroegbunam,eng ENG,MF,19-224,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Filip Marshall,eng ENG,GK,19-291,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Marvelous Nakamba,zw ZIM,MF,29-021,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Viljami Sinisalo,fi FIN,GK,21-121,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Kadan Young,eng ENG,MF,17-021,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Squad Total,,,27.7,21,231,1890.0,21.0,24.0,15.0,39.0,22.0,2.0,2.0,45.0,1.0,26.3,24.8,18.8,43.6,324.0,723.0,715.0,1.14,0.71,1.86,1.05,1.76,1.25,0.9,2.15,1.18,2.08,
Opponent Total,,,27.0,21,231,1890.0,21.0,28.0,16.0,44.0,26.0,2.0,3.0,39.0,1.0,29.1,26.7,19.3,46.1,332.0,712.0,705.0,1.33,0.76,2.1,1.24,2.0,1.38,0.92,2.3,1.27,2.19,
