Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0
Salomón Rondón,ve VEN,FW,33-146,1.2,22,29,75.9,203,35,15,21,71.4,3,3,100.0,0,0,,0,0.2,0.1,-0.2,2,2,1,0,1,Matches
Asmir Begović,ba BIH,GK,35-234,1.0,21,30,70.0,584,423,3,3,100.0,10,10,100.0,8,17,47.1,0,0.0,0.0,0.0,0,0,0,0,0,Matches
James Garner,eng ENG,MF,21-333,1.6,59,79,74.7,970,173,27,30,90.0,31,34,91.2,1,10,10.0,0,0.0,0.0,0.0,0,6,0,0,5,Matches
Dele Alli,eng ENG,MF,26-304,0.4,12,15,80.0,123,10,6,8,75.0,4,5,80.0,0,0,,0,0.0,0.0,0.0,0,2,0,0,1,Matches
Isaac Price,nir NIR,MF,19-136,0.4,12,14,85.7,203,44,6,7,85.7,5,6,83.3,1,1,100.0,0,0.1,0.0,-0.1,1,1,0,0,1,Matches
Rúben Vinagre,pt POR,"DF,MF",23-306,0.3,15,24,62.5,223,26,7,10,70.0,7,10,70.0,0,0,,0,0.0,0.0,0.0,0,2,0,0,0,Matches
Thomas Cannon,ie IRL,FW,20-043,0.3,4,5,80.0,37,0,3,4,75.0,1,1,100.0,0,0,,0,0.5,0.0,-0.5,1,0,0,0,0,Matches
Michael Keane,eng ENG,DF,30-029,0.3,2,4,50.0,21,8,2,2,100.0,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0,Matches
Ellis Simms,eng ENG,FW,22-035,0.2,3,4,75.0,67,43,2,2,100.0,0,1,0.0,1,1,100.0,0,0.0,0.3,0.0,0,1,1,0,2,Matches
Squad Total,,,26.9,21.0,7280,9382,77.6,133630,47934,3211,3643,88.1,3094,3624,85.4,831,1670,49.8,12,15.7,13.9,-3.7,149,561,119,36,566,
Opponent Total,,,27.2,21.0,9072,11249,80.6,155634,53570,4242,4778,88.8,3773,4412,85.5,802,1440,55.7,19,25.6,20.6,-6.6,260,685,196,62,930,
