Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Amine Gouiri,fr FRA,"FW,MF",23-031,2.5,0,5,2,40.0,1.99,0.8,0.0,0.0,12.5,0,0,0,0.6,0.6,0.12,-0.6,-0.6,Matches
Calvin Stengs,nl NED,FW,24-091,2.4,0,3,1,33.3,1.27,0.42,0.0,0.0,20.1,0,0,0,0.3,0.3,0.09,-0.3,-0.3,Matches
Ayoub Amraoui,fr FRA,DF,18-309,2.1,0,1,0,0.0,0.47,0.0,0.0,,20.4,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
Marcin Bułka,pl POL,GK,23-166,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Antoine Mendy,fr FRA,DF,18-296,1.9,0,5,2,40.0,2.65,1.06,0.0,0.0,14.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Joe Bryan,eng ENG,"MF,DF",29-183,1.8,0,1,0,0.0,0.54,0.0,0.0,,18.9,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Rareş Ilie,ro ROU,"MF,FW",19-334,1.6,0,4,0,0.0,2.43,0.0,0.0,,16.8,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
Flavius Daniliuc,at AUT,DF,21-326,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Alexis Claude-Maurice,fr FRA,FW,24-286,0.7,0,2,0,0.0,2.81,0.0,0.0,,24.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Reda Belahyane,fr FRA,MF,18-291,0.1,0,1,0,0.0,7.5,0.0,0.0,,21.9,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches
Squad Total,,,27.3,27.0,36,321,118,36.8,11.89,4.37,0.09,0.25,17.8,7,6,7,37.7,32.2,0.1,-1.7,-2.2,
Opponent Total,,,27.1,27.0,24,313,95,30.4,11.59,3.52,0.07,0.24,18.1,8,1,3,30.7,28.2,0.09,-6.7,-5.2,
