Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Milan Smit,nl NED,"FW,MF",20-049,3.9,0,6,2,33.3,1.53,0.51,0.0,0.0,14.7,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches
Robin Maulun,fr FRA,"MF,FW",26-131,3.9,0,8,3,37.5,2.07,0.78,0.0,0.0,27.4,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Felix Mambimbi,ch SUI,"FW,MF",22-075,3.3,0,4,1,25.0,1.2,0.3,0.0,0.0,17.5,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches
Calvin Mac-Intosch,sr SUR,DF,33-237,3.6,0,3,1,33.3,0.84,0.28,0.0,0.0,15.7,0,0,0,0.3,0.3,0.11,-0.3,-0.3,Matches
David Sambissa,ga GAB,"FW,MF",27-082,4.6,0,6,2,33.3,1.31,0.44,0.0,0.0,16.1,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Jasper Ter Heide,nl NED,"MF,FW",24-005,1.0,1,1,1,100.0,1.0,1.0,1.0,1.0,24.3,0,0,0,0.1,0.1,0.05,0.9,0.9,Matches
Vincent Pichel,nl NED,"MF,FW",21-142,0.8,0,1,0,0.0,1.22,0.0,0.0,,23.7,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
Ben Rienstra,nl NED,"MF,DF",32-302,0.5,0,1,0,0.0,2.0,0.0,0.0,,21.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
Sékou Oumar Sylla,gn GUI,DF,24-084,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Sam Hendriks,nl NED,MF,28-068,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,26.3,27.0,20,305,105,34.4,11.3,3.89,0.06,0.18,18.7,10,1,1,32.3,31.6,0.1,-12.3,-12.6,
Opponent Total,,,25.6,27.0,49,438,158,36.1,16.22,5.85,0.1,0.28,17.4,11,5,6,47.9,43.5,0.1,1.1,0.5,
