Player,minutes_played,matches_played,matches_started,tackles,tackles_won,defensive_third_tackles,midfield_tackles,attacking_third_tackles,shots_blocked,interceptions,clearances,errors_leading_to_goal,shot_creating_actions,sca_live_passes,sca_dead_passes,sca_take_ons,sca_shots,sca_fouls_drawn,sca_defensive_actions,goal_creation_actions,gca_live_passes,gca_dead_passes,gca_take_ons,gca_shots,gca_fouls_drawn,gca_defensive_actions,yellow_cards,red_cards,fouls,fouls_drawn,offsides,penalties_won,penalties_conceded,own_goals,ball_recoveries,aerial_duels_won,aerial_duels_lost,short_passes_completed,short_passes_attempted,medium_passes_completed,medium_passes_attempted,long_passes_completed,long_passes_attempted,assists,expected_assists,key_passes,passes_into_final_third,passes_into_penalty_box,crosses_into_penalty_area,progressive_passes,touches_penalty_area_defending,touches_defensive_third,touches_middle_third,touches_attacking_third,touches_penalty_area_attacking,attempted_take_ons,successful_take_ons,tackled_take_ons,carries,total_carrying_distance,progressive_carrying_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,carry_miscontrols,carry_dispossessions,goals,total_shots,shots_on_target,goals_per_shot,average_shot_distance,freekick_shots,penalty_kicks_converted,penalty_kicks_attempted,xG
M'Baye Niang,1142.0,21,14,10.0,6.0,1.0,6.0,3.0,1.0,1.0,17.0,0.0,13.0,8.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,32.0,30.0,5.0,0.0,0.0,0.0,28.0,59.0,56.0,74.0,108.0,54.0,80.0,10.0,15.0,0.0,0.5,3.0,7.0,5.0,1.0,22.0,26.0,42.0,218.0,158.0,46.0,29.0,7.0,19.0,260.0,1482.0,458.0,15.0,14.0,9.0,58.0,16.0,3.0,23.0,5.0,0.04,14.2,0.0,2.0,2.0,3.5
Gauthier Hein,1134.0,24,13,18.0,13.0,10.0,6.0,2.0,0.0,6.0,5.0,0.0,37.0,27.0,7.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,9.0,1.0,0.0,0.0,0.0,63.0,3.0,23.0,189.0,210.0,123.0,156.0,55.0,90.0,0.0,1.1,18.0,31.0,10.0,3.0,45.0,8.0,92.0,284.0,229.0,38.0,26.0,10.0,14.0,458.0,3033.0,1299.0,39.0,24.0,14.0,17.0,15.0,2.0,23.0,6.0,0.09,17.6,1.0,0.0,0.0,2.8
Gaëtan Perrin,1035.0,26,11,14.0,5.0,4.0,6.0,4.0,0.0,8.0,7.0,0.0,35.0,23.0,3.0,6.0,1.0,1.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,15.0,4.0,0.0,0.0,0.0,68.0,14.0,15.0,111.0,137.0,94.0,120.0,28.0,43.0,1.0,1.0,17.0,30.0,12.0,3.0,52.0,15.0,83.0,223.0,181.0,27.0,60.0,33.0,24.0,379.0,2946.0,1421.0,37.0,25.0,8.0,37.0,32.0,3.0,19.0,8.0,0.11,21.7,0.0,1.0,1.0,2.4
Paul Joly,867.0,10,10,33.0,21.0,21.0,10.0,2.0,2.0,24.0,29.0,2.0,18.0,14.0,0.0,2.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,7.0,9.0,0.0,1.0,0.0,0.0,83.0,6.0,11.0,218.0,247.0,201.0,237.0,75.0,127.0,0.0,0.6,7.0,34.0,13.0,8.0,41.0,54.0,283.0,328.0,179.0,4.0,28.0,13.0,8.0,519.0,3094.0,1511.0,19.0,27.0,1.0,9.0,12.0,0.0,7.0,0.0,0.0,23.5,0.0,0.0,0.0,0.1
Akim Zedadka,855.0,10,10,22.0,16.0,15.0,3.0,4.0,2.0,17.0,30.0,1.0,15.0,10.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,17.0,0.0,0.0,2.0,0.0,51.0,13.0,11.0,156.0,179.0,130.0,169.0,16.0,39.0,0.0,0.7,8.0,21.0,9.0,6.0,29.0,41.0,178.0,224.0,128.0,12.0,20.0,8.0,9.0,314.0,1954.0,818.0,16.0,11.0,4.0,13.0,8.0,0.0,6.0,0.0,0.0,17.9,0.0,0.0,0.0,0.2
Souleymane Touré,797.0,10,9,12.0,5.0,9.0,3.0,0.0,4.0,11.0,36.0,1.0,11.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,10.0,5.0,0.0,0.0,0.0,0.0,47.0,13.0,2.0,99.0,117.0,198.0,210.0,49.0,60.0,0.0,0.2,4.0,23.0,2.0,0.0,26.0,76.0,257.0,218.0,24.0,9.0,9.0,4.0,3.0,344.0,2095.0,1087.0,6.0,3.0,0.0,4.0,2.0,0.0,4.0,0.0,0.0,5.5,0.0,0.0,0.0,0.8
Ionuț Radu,720.0,8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,18.0,18.0,81.0,81.0,70.0,181.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,252.0,293.0,2.0,0.0,0.0,0.0,0.0,0.0,227.0,1164.0,753.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
Quentin Bernard,630.0,7,7,9.0,7.0,4.0,2.0,3.0,1.0,15.0,17.0,0.0,11.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,39.0,3.0,8.0,147.0,160.0,122.0,154.0,44.0,83.0,1.0,0.5,7.0,31.0,6.0,4.0,27.0,32.0,152.0,242.0,82.0,2.0,4.0,1.0,1.0,324.0,1567.0,722.0,4.0,15.0,0.0,2.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
Youssouf M'Changama,646.0,19,6,15.0,7.0,5.0,9.0,1.0,0.0,7.0,3.0,1.0,23.0,15.0,4.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,13.0,0.0,0.0,0.0,0.0,37.0,5.0,1.0,128.0,149.0,99.0,110.0,30.0,53.0,0.0,1.0,8.0,24.0,6.0,2.0,33.0,9.0,98.0,202.0,117.0,12.0,18.0,7.0,9.0,298.0,1535.0,568.0,15.0,8.0,1.0,12.0,6.0,0.0,11.0,2.0,0.0,27.9,4.0,0.0,0.0,0.3
Alexandre Coeff,586.0,7,6,10.0,5.0,6.0,4.0,0.0,4.0,8.0,35.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,29.0,6.0,7.0,72.0,88.0,165.0,183.0,44.0,68.0,1.0,0.1,1.0,19.0,1.0,0.0,26.0,62.0,224.0,176.0,31.0,1.0,2.0,0.0,2.0,309.0,1699.0,762.0,3.0,4.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,9.2,0.0,0.0,0.0,0.1
Han-Noah Massengo,529.0,7,6,17.0,8.0,7.0,9.0,1.0,2.0,9.0,2.0,0.0,13.0,10.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,10.0,9.0,1.0,1.0,0.0,0.0,29.0,2.0,10.0,62.0,72.0,60.0,65.0,14.0,19.0,0.0,0.6,4.0,10.0,7.0,1.0,15.0,3.0,56.0,134.0,60.0,10.0,17.0,5.0,7.0,174.0,1065.0,509.0,10.0,13.0,3.0,9.0,5.0,0.0,3.0,0.0,0.0,16.6,0.0,0.0,0.0,0.2
Matthis Abline,514.0,9,6,3.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,11.0,7.0,0.0,3.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8.0,6.0,4.0,1.0,0.0,0.0,11.0,8.0,13.0,17.0,24.0,24.0,30.0,3.0,7.0,1.0,0.2,3.0,5.0,3.0,1.0,7.0,3.0,10.0,70.0,61.0,22.0,14.0,7.0,7.0,95.0,633.0,221.0,10.0,3.0,5.0,30.0,12.0,2.0,13.0,4.0,0.08,23.3,0.0,1.0,2.0,2.7
Gaëtan Charbonnier,254.0,6,3,2.0,1.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,9.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,6.0,3.0,7.0,36.0,42.0,33.0,36.0,7.0,7.0,0.0,0.1,3.0,5.0,5.0,0.0,11.0,5.0,11.0,67.0,43.0,14.0,4.0,2.0,1.0,91.0,433.0,139.0,2.0,3.0,0.0,8.0,6.0,1.0,7.0,1.0,0.14,23.2,0.0,0.0,0.0,0.6
Brayann Pereira,180.0,2,2,6.0,5.0,5.0,1.0,0.0,2.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,32.0,38.0,21.0,32.0,3.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,10.0,40.0,39.0,34.0,1.0,13.0,6.0,5.0,73.0,344.0,136.0,4.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
Siriki Dembélé,179.0,5,2,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,6.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,9.0,1.0,4.0,20.0,22.0,12.0,16.0,2.0,4.0,0.0,0.4,3.0,2.0,4.0,1.0,4.0,0.0,12.0,24.0,35.0,4.0,18.0,12.0,5.0,63.0,464.0,199.0,5.0,4.0,3.0,7.0,10.0,0.0,2.0,0.0,0.0,15.9,0.0,0.0,0.0,0.2
Dénys Bain,126.0,2,1,4.0,3.0,3.0,1.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,18.0,18.0,32.0,36.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,15.0,42.0,28.0,0.0,0.0,1.0,1.0,0.0,48.0,294.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
Kenji-Van Boto,90.0,1,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,12.0,15.0,7.0,8.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,11.0,17.0,8.0,1.0,0.0,0.0,0.0,25.0,154.0,90.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0
Kays Ruiz,62.0,1,1,1.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,20.0,20.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,4.0,1.0,1.0,1.0,0.0,31.0,160.0,68.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
Rémy Dugimont,108.0,10,0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,2.0,0.0,0.0,0.0,11.0,7.0,7.0,17.0,27.0,14.0,20.0,4.0,5.0,1.0,0.1,3.0,3.0,1.0,0.0,8.0,5.0,14.0,27.0,39.0,4.0,1.0,0.0,1.0,59.0,329.0,130.0,2.0,2.0,0.0,2.0,1.0,0.0,4.0,1.0,0.0,27.6,0.0,0.0,0.0,0.1
Ousmane Camara,24.0,3,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,1.0,5.0,5.0,1.0,2.0,0.0,0.1,1.0,1.0,1.0,1.0,2.0,0.0,0.0,3.0,8.0,1.0,1.0,0.0,0.0,7.0,71.0,35.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.1,0.0,0.0,0.0,0.1
Ousoumane Camara,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kévin Danois,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Théo De Percin,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Donovan Léon,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matz Sels,2430.0,27,27,2.0,1.0,2.0,0.0,0.0,0.0,3.0,18.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,22.0,7.0,0.0,98.0,98.0,216.0,220.0,176.0,395.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,698.0,800.0,7.0,0.0,0.0,0.0,0.0,0.0,509.0,2760.0,1754.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
Alexander Djiku,2066.0,24,24,44.0,28.0,29.0,15.0,0.0,13.0,49.0,111.0,3.0,17.0,16.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,27.0,19.0,1.0,0.0,0.0,0.0,118.0,64.0,28.0,265.0,310.0,534.0,618.0,158.0,244.0,2.0,1.2,9.0,104.0,12.0,3.0,122.0,189.0,690.0,741.0,67.0,20.0,4.0,3.0,1.0,935.0,5073.0,2562.0,4.0,8.0,0.0,6.0,6.0,1.0,12.0,3.0,0.08,15.8,1.0,0.0,0.0,1.1
Habib Diallo,1986.0,27,22,12.0,7.0,3.0,6.0,3.0,3.0,10.0,10.0,0.0,41.0,26.0,0.0,3.0,7.0,5.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,27.0,48.0,14.0,0.0,0.0,0.0,52.0,81.0,94.0,176.0,246.0,76.0,100.0,11.0,15.0,0.0,2.8,19.0,23.0,9.0,1.0,28.0,15.0,55.0,302.0,323.0,119.0,46.0,16.0,27.0,461.0,2681.0,834.0,23.0,17.0,9.0,79.0,23.0,13.0,57.0,25.0,0.21,12.6,1.0,1.0,1.0,9.9
Kévin Gameiro,1793.0,25,21,17.0,8.0,4.0,10.0,3.0,1.0,8.0,0.0,0.0,51.0,38.0,0.0,1.0,9.0,3.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,11.0,14.0,4.0,1.0,0.0,0.0,74.0,12.0,24.0,306.0,359.0,148.0,187.0,14.0,19.0,0.0,3.0,21.0,28.0,19.0,3.0,57.0,7.0,64.0,373.0,387.0,84.0,44.0,15.0,24.0,615.0,3653.0,1457.0,40.0,44.0,15.0,41.0,25.0,7.0,39.0,20.0,0.18,12.6,0.0,0.0,1.0,6.6
Jean-Ricner Bellegarde,1589.0,19,19,31.0,17.0,13.0,13.0,5.0,2.0,21.0,17.0,0.0,63.0,43.0,13.0,2.0,1.0,4.0,0.0,7.0,6.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,16.0,45.0,0.0,0.0,1.0,0.0,113.0,14.0,22.0,285.0,334.0,280.0,341.0,77.0,158.0,5.0,4.3,37.0,66.0,34.0,17.0,106.0,24.0,174.0,574.0,384.0,23.0,72.0,33.0,25.0,782.0,5537.0,2853.0,67.0,63.0,7.0,39.0,29.0,1.0,21.0,6.0,0.05,22.8,6.0,0.0,0.0,1.5
Maxime Le Marchand,1565.0,21,18,36.0,23.0,22.0,12.0,2.0,12.0,29.0,61.0,0.0,17.0,12.0,0.0,2.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,6.0,1.0,24.0,6.0,0.0,0.0,2.0,0.0,116.0,42.0,19.0,298.0,338.0,361.0,420.0,96.0,194.0,0.0,0.4,2.0,76.0,8.0,3.0,81.0,145.0,520.0,581.0,63.0,9.0,13.0,12.0,0.0,797.0,4454.0,2419.0,9.0,17.0,0.0,10.0,4.0,0.0,7.0,0.0,0.0,20.4,0.0,0.0,0.0,0.4
Sanjin Prcić,1505.0,24,17,26.0,12.0,6.0,17.0,3.0,7.0,21.0,18.0,0.0,29.0,21.0,2.0,1.0,1.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,18.0,1.0,0.0,0.0,0.0,137.0,15.0,7.0,302.0,340.0,331.0,375.0,127.0,183.0,1.0,1.3,8.0,76.0,10.0,2.0,100.0,48.0,270.0,623.0,208.0,7.0,17.0,11.0,5.0,787.0,4065.0,1639.0,10.0,30.0,1.0,8.0,7.0,1.0,27.0,6.0,0.04,25.9,1.0,0.0,0.0,1.1
Dimitri Liénard,1411.0,22,17,41.0,25.0,19.0,15.0,7.0,4.0,13.0,23.0,0.0,51.0,28.0,20.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,12.0,13.0,3.0,0.0,0.0,0.0,110.0,15.0,15.0,271.0,316.0,272.0,338.0,94.0,199.0,0.0,2.4,28.0,43.0,25.0,9.0,60.0,35.0,272.0,452.0,343.0,8.0,23.0,8.0,13.0,658.0,3354.0,1399.0,22.0,34.0,2.0,21.0,7.0,0.0,12.0,2.0,0.0,21.6,1.0,0.0,0.0,0.5
Ismaël Doukouré,1381.0,17,15,26.0,11.0,13.0,11.0,2.0,5.0,17.0,33.0,0.0,11.0,9.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,25.0,15.0,0.0,0.0,0.0,0.0,95.0,17.0,23.0,207.0,229.0,241.0,275.0,58.0,108.0,1.0,0.8,3.0,63.0,7.0,1.0,64.0,54.0,282.0,465.0,60.0,2.0,22.0,13.0,8.0,556.0,3418.0,1676.0,17.0,16.0,1.0,17.0,14.0,1.0,6.0,2.0,0.17,23.7,0.0,0.0,0.0,0.2
Gerzino Nyamsi,1113.0,14,14,16.0,11.0,9.0,5.0,2.0,10.0,8.0,48.0,1.0,10.0,8.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,25.0,3.0,0.0,0.0,2.0,0.0,73.0,27.0,14.0,141.0,158.0,318.0,343.0,58.0,97.0,0.0,0.2,1.0,40.0,4.0,0.0,48.0,102.0,365.0,345.0,26.0,13.0,5.0,2.0,2.0,521.0,3370.0,1858.0,10.0,7.0,0.0,7.0,0.0,0.0,9.0,4.0,0.0,9.3,0.0,0.0,0.0,1.2
