Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Adam Forshaw,eng ENG,MF,31-124,5,2,159.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.26,0.0,0.26,Matches
Joe Gelhardt,eng ENG,FW,20-281,15,1,212.0,2.4,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,0.5,1.3,2.0,6.0,21.0,0.0,0.85,0.85,0.0,0.85,0.36,0.2,0.55,0.36,0.55,Matches
Junior Firpo,es ESP,DF,26-171,5,1,209.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,1.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches
Weston McKennie,us USA,MF,24-165,2,1,123.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Cody Drameh,eng ENG,DF,21-063,1,1,69.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Mateusz Klich,pl POL,"MF,FW",32-241,14,0,280.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.2,0.4,5.0,16.0,21.0,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.12,0.05,0.12,Matches
Georginio Rutter,fr FRA,FW,20-295,2,0,52.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Darko Gyabi,eng ENG,FW,18-356,1,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.72,0.72,0.72,Matches
Mateo Fernández,es ESP,"FW,MF",19-113,2,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Leo Fuhr Hjelde,no NOR,DF,19-167,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Archie Gray,eng ENG,MF,16-334,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Kristoffer Klaesson,no NOR,GK,22-074,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Sonny Perkins,eng ENG,FW,18-364,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Joel Robles,es ESP,GK,32-237,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Squad Total,,,25.7,21,231,1890.0,21.0,26.0,19.0,45.0,25.0,1.0,2.0,49.0,2.0,27.2,25.6,18.8,44.4,314.0,812.0,806.0,1.24,0.9,2.14,1.19,2.1,1.3,0.89,2.19,1.22,2.12,
Opponent Total,,,27.2,21,231,1890.0,21.0,35.0,20.0,55.0,33.0,2.0,2.0,40.0,1.0,32.2,30.7,24.3,54.9,318.0,732.0,724.0,1.67,0.95,2.62,1.57,2.52,1.53,1.16,2.69,1.46,2.62,
