Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0
Patrick Bamford,eng ENG,FW,29-157,6.6,89,126,70.6,907,201,63,82,76.8,13,24,54.2,0,1,0.0,2,0.5,0.3,1.5,6,6,4,0,9,Matches
Crysencio Summerville,nl NED,FW,21-102,7.5,169,226,74.8,2089,554,114,142,80.3,39,48,81.3,5,14,35.7,1,0.8,0.5,0.2,7,10,7,2,20,Matches
Maximilian Wöber,at AUT,DF,25-005,3.3,153,211,72.5,2866,1287,59,73,80.8,79,95,83.2,14,37,37.8,0,0.2,0.0,-0.2,1,20,0,0,19,Matches
Sam Greenwood,eng ENG,"MF,FW",21-014,3.5,88,143,61.5,1540,654,48,56,85.7,24,42,57.1,14,40,35.0,2,0.8,0.8,1.2,10,11,1,0,11,Matches
Daniel James,wls WAL,FW,25-091,2.2,24,40,60.0,256,66,18,22,81.8,5,10,50.0,0,3,0.0,0,0.3,0.3,-0.3,1,1,3,1,3,Matches
Adam Forshaw,eng ENG,MF,31-124,1.8,54,65,83.1,719,290,34,36,94.4,10,11,90.9,4,11,36.4,0,0.5,0.2,-0.5,2,8,0,0,8,Matches
Joe Gelhardt,eng ENG,FW,20-281,2.4,43,67,64.2,518,118,23,30,76.7,11,17,64.7,2,2,100.0,2,0.5,0.4,1.5,2,3,1,0,6,Matches
Junior Firpo,es ESP,DF,26-171,2.3,79,108,73.1,1253,403,39,47,83.0,36,43,83.7,3,10,30.0,0,0.1,0.0,-0.1,2,7,0,0,6,Matches
Weston McKennie,us USA,MF,24-165,1.4,42,61,68.9,603,126,26,36,72.2,13,17,76.5,1,3,33.3,0,0.0,0.0,0.0,0,4,1,0,10,Matches
Cody Drameh,eng ENG,DF,21-063,0.8,30,38,78.9,457,153,17,21,81.0,11,12,91.7,2,5,40.0,0,0.0,0.0,0.0,0,2,0,0,2,Matches
Mateusz Klich,pl POL,"MF,FW",32-241,3.1,108,148,73.0,1411,387,61,69,88.4,28,34,82.4,5,17,29.4,0,0.2,0.2,-0.2,5,6,5,0,16,Matches
Georginio Rutter,fr FRA,FW,20-295,0.6,3,8,37.5,47,0,1,1,100.0,2,4,50.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Darko Gyabi,eng ENG,FW,18-356,0.1,4,4,100.0,72,17,1,1,100.0,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,2,Matches
Mateo Fernández,es ESP,"FW,MF",19-113,0.0,1,1,100.0,10,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Squad Total,,,25.7,21.0,7368,9948,74.1,119192,47337,3650,4304,84.8,2833,3530,80.3,565,1369,41.3,19,18.8,14.8,0.2,196,631,146,27,812,
Opponent Total,,,27.2,21.0,7501,9985,75.1,138717,51200,3136,3712,84.5,3272,3961,82.6,892,1685,52.9,20,24.3,16.7,-4.3,204,551,149,33,732,
