Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 27_level_0
Lewis Hall,eng ENG,"DF,MF",18-154,3.4,254,12,99,94,63,10,254,12,2,16.7,9,75.0,155,822,367,10,5,3,9,6,165,19,Matches
Denis Zakaria,ch SUI,MF,26-081,3.2,160,7,48,82,34,2,160,6,4,66.7,2,33.3,103,478,219,6,2,2,2,7,119,2,Matches
Benoît Badiashile,fr FRA,DF,21-320,3.0,309,47,176,130,6,3,309,1,0,0.0,1,100.0,204,1051,696,4,0,0,0,1,229,1,Matches
Armando Broja,al ALB,FW,21-152,3.3,110,2,7,41,63,16,110,14,7,50.0,5,35.7,53,383,188,7,1,4,15,9,71,17,Matches
Wesley Fofana,fr FRA,DF,22-054,2.0,209,3,50,138,21,1,209,2,0,0.0,0,0.0,161,887,493,7,4,0,1,0,172,5,Matches
N'Golo Kanté,fr FRA,MF,31-317,1.9,144,1,15,77,54,4,144,6,4,66.7,2,33.3,72,469,250,7,4,1,3,2,105,7,Matches
Carney Chukwuemeka,eng ENG,"MF,FW",19-112,2.2,129,4,29,45,57,11,129,7,2,28.6,5,71.4,75,596,424,13,3,0,8,3,80,13,Matches
Enzo Fernández,ar ARG,MF,22-023,1.0,93,6,34,58,3,0,93,0,0,,0,,49,168,62,1,1,0,3,1,65,0,Matches
Mykhailo Mudryk,ua UKR,FW,22-035,0.9,43,1,11,16,16,5,43,4,2,50.0,1,25.0,25,119,47,1,0,1,2,2,29,3,Matches
João Félix,pt POR,FW,23-091,0.6,35,0,2,20,14,5,35,4,2,50.0,1,25.0,19,130,98,5,2,2,2,0,29,10,Matches
Noni Madueke,eng ENG,FW,20-336,0.5,36,0,4,18,15,1,36,3,2,66.7,0,0.0,24,173,73,3,0,1,1,1,26,5,Matches
Omari Hutchinson,eng ENG,FW,19-102,0.3,15,0,0,4,11,2,15,0,0,,0,,11,61,23,1,0,1,1,1,11,1,Matches
Datro Fofana,ci CIV,"FW,MF",20-049,0.2,9,0,0,3,6,3,9,3,2,66.7,1,33.3,2,7,5,0,0,0,2,0,4,3,Matches
Squad Total,,,27.7,21.0,14953,1452,4894,6562,3610,492,14951,367,143,39.0,176,48.0,8721,43888,22642,415,296,110,328,226,10351,888,
Opponent Total,,,27.3,21.0,11455,1373,3995,4657,2923,403,11455,395,147,37.2,189,47.8,6021,30508,15608,309,216,83,327,231,6816,689,
