Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Hakim Ziyech,ma MAR,"FW,MF",29-327,11,5,487.0,5.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.4,1.9,12.0,31.0,51.0,0.0,0.18,0.18,0.0,0.18,0.1,0.26,0.35,0.1,0.35,Matches
Pierre-Emerick Aubameyang,ga GAB,FW,33-236,11,4,433.0,4.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.7,0.7,0.3,1.0,7.0,3.0,22.0,0.21,0.0,0.21,0.21,0.21,0.15,0.07,0.22,0.15,0.22,Matches
Ben Chilwell,eng ENG,"DF,MF",26-050,10,4,426.0,4.7,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.2,0.6,13.0,11.0,37.0,0.21,0.21,0.42,0.21,0.42,0.07,0.05,0.12,0.07,0.12,Matches
Lewis Hall,eng ENG,"DF,MF",18-154,5,4,304.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.3,0.7,10.0,9.0,19.0,0.0,0.0,0.0,0.0,0.0,0.14,0.08,0.22,0.14,0.22,Matches
Denis Zakaria,ch SUI,MF,26-081,4,4,286.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,6.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches
Benoît Badiashile,fr FRA,DF,21-320,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.8,4.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14,0.13,0.28,0.14,0.28,Matches
Armando Broja,al ALB,FW,21-152,12,2,294.0,3.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.1,0.9,7.0,4.0,17.0,0.31,0.0,0.31,0.31,0.31,0.26,0.02,0.27,0.26,0.27,Matches
Wesley Fofana,fr FRA,DF,22-054,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches
N'Golo Kanté,fr FRA,MF,31-317,2,2,174.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4,7.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.05,0.13,0.18,0.05,0.18,Matches
Carney Chukwuemeka,eng ENG,"MF,FW",19-112,8,1,202.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.4,13.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.13,0.05,0.18,0.13,0.18,Matches
Enzo Fernández,ar ARG,MF,22-023,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.08,0.03,0.08,Matches
Mykhailo Mudryk,ua UKR,FW,22-035,2,1,81.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,1.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.38,0.38,0.38,Matches
João Félix,pt POR,FW,23-091,1,1,57.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.8,0.2,1.0,5.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,1.29,0.29,1.58,1.29,1.58,Matches
Noni Madueke,eng ENG,FW,20-336,1,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,3.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.21,0.0,0.21,Matches
Omari Hutchinson,eng ENG,FW,19-102,1,0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Datro Fofana,ci CIV,"FW,MF",20-049,1,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,1.1,1.1,1.1,Matches
Ethan Ampadu,wls WAL,"DF,MF",22-148,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Marcus Bettinelli,eng ENG,GK,30-261,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Billy Gilmour,sct SCO,MF,21-243,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Callum Hudson-Odoi,eng ENG,"FW,MF",22-094,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Bashir Humphreys,eng ENG,DF,19-331,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Harvey Vale,eng ENG,MF,19-151,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Squad Total,,,27.7,21,231,1890.0,21.0,22.0,15.0,37.0,20.0,2.0,2.0,45.0,3.0,25.2,23.7,19.1,42.8,415.0,892.0,888.0,1.05,0.71,1.76,0.95,1.67,1.2,0.91,2.11,1.13,2.04,
Opponent Total,,,27.3,21,231,1890.0,21.0,19.0,14.0,33.0,19.0,0.0,0.0,39.0,0.0,27.0,27.0,21.7,48.7,309.0,698.0,689.0,0.9,0.67,1.57,0.9,1.57,1.29,1.03,2.32,1.29,2.32,
