Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 22_level_0
Ben Chilwell,eng ENG,"DF,MF",26-050,4.7,1,3,1,33.3,0.63,0.21,0.33,1.0,15.3,0,0,0,0.3,0.3,0.1,0.7,0.7,Matches
Lewis Hall,eng ENG,"DF,MF",18-154,3.4,0,5,2,40.0,1.48,0.59,0.0,0.0,13.3,0,0,0,0.5,0.5,0.1,-0.5,-0.5,Matches
Denis Zakaria,ch SUI,MF,26-081,3.2,0,2,0,0.0,0.63,0.0,0.0,,16.9,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches
Benoît Badiashile,fr FRA,DF,21-320,3.0,0,2,1,50.0,0.67,0.33,0.0,0.0,6.5,0,0,0,0.4,0.4,0.21,-0.4,-0.4,Matches
Armando Broja,al ALB,FW,21-152,3.3,1,6,5,83.3,1.84,1.53,0.17,0.2,11.0,0,0,0,0.8,0.8,0.14,0.2,0.2,Matches
Wesley Fofana,fr FRA,DF,22-054,2.0,0,1,0,0.0,0.5,0.0,0.0,,31.8,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
N'Golo Kanté,fr FRA,MF,31-317,1.9,0,2,1,50.0,1.03,0.52,0.0,0.0,21.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Carney Chukwuemeka,eng ENG,"MF,FW",19-112,2.2,0,4,1,25.0,1.78,0.45,0.0,0.0,16.4,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
Enzo Fernández,ar ARG,MF,22-023,1.0,0,1,0,0.0,1.0,0.0,0.0,,29.2,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Mykhailo Mudryk,ua UKR,FW,22-035,0.9,0,1,0,0.0,1.11,0.0,0.0,,6.1,0,0,0,0.3,0.3,0.35,-0.3,-0.3,Matches
João Félix,pt POR,FW,23-091,0.6,0,6,4,66.7,9.47,6.32,0.0,0.0,18.5,0,0,0,0.8,0.8,0.14,-0.8,-0.8,Matches
Noni Madueke,eng ENG,FW,20-336,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Omari Hutchinson,eng ENG,FW,19-102,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Datro Fofana,ci CIV,"FW,MF",20-049,0.2,0,1,0,0.0,5.63,0.0,0.0,,11.1,0,0,0,0.2,0.2,0.2,-0.2,-0.2,Matches
Squad Total,,,27.7,21.0,22,242,80,33.1,11.52,3.81,0.08,0.25,16.4,3,2,2,25.2,23.7,0.1,-3.2,-3.7,
Opponent Total,,,27.3,21.0,19,235,89,37.9,11.19,4.24,0.08,0.21,16.7,5,0,0,27.0,27.0,0.12,-8.0,-8.0,
