Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Nathan Aké,nl NED,DF,27-356,15,13,1156.0,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.5,14.0,94.0,15.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Matches
Phil Foden,eng ENG,"FW,DF",22-257,18,13,1045.0,11.6,7.0,4.0,11.0,7.0,0.0,0.0,1.0,0.0,3.7,3.7,2.0,5.7,23.0,47.0,163.0,0.6,0.34,0.95,0.6,0.95,0.32,0.17,0.49,0.32,0.49,Matches
Jack Grealish,eng ENG,FW,27-152,15,11,1040.0,11.6,2.0,3.0,5.0,2.0,0.0,0.0,1.0,0.0,2.7,2.7,3.6,6.3,78.0,41.0,158.0,0.17,0.26,0.43,0.17,0.43,0.23,0.31,0.54,0.23,0.54,Matches
Riyad Mahrez,dz ALG,"FW,MF",31-353,16,10,898.0,10.0,4.0,3.0,7.0,4.0,0.0,0.0,2.0,0.0,3.3,3.3,3.2,6.5,34.0,46.0,128.0,0.4,0.3,0.7,0.4,0.7,0.33,0.32,0.65,0.33,0.65,Matches
Kyle Walker,eng ENG,DF,32-257,11,10,793.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.1,0.5,22.0,82.0,19.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,Matches
Rúben Dias,pt POR,DF,25-271,13,9,874.0,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.1,0.8,5.0,43.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,0.08,Matches
Julián Álvarez,ar ARG,"FW,MF",23-009,16,5,578.0,6.4,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,2.2,2.2,0.5,2.7,18.0,18.0,45.0,0.62,0.0,0.62,0.62,0.62,0.34,0.08,0.42,0.34,0.42,Matches
Rico Lewis,eng ENG,"DF,MF",18-080,9,5,453.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8,0.8,17.0,21.0,10.0,0.0,0.0,0.0,0.0,0.0,0.01,0.16,0.16,0.01,0.16,Matches
Aymeric Laporte,es ESP,DF,28-258,5,4,376.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,12.0,28.0,2.0,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.08,0.04,0.08,Matches
Cole Palmer,eng ENG,"FW,MF",20-279,9,0,119.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.2,0.3,9.0,7.0,18.0,0.0,0.0,0.0,0.0,0.0,0.05,0.14,0.19,0.05,0.19,Matches
Sergio Gómez,es ESP,"DF,MF",22-158,5,0,111.0,1.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.5,2.0,7.0,12.0,0.0,0.81,0.81,0.0,0.81,0.11,0.33,0.44,0.11,0.44,Matches
Kalvin Phillips,eng ENG,MF,27-069,3,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.18,Matches
Scott Carson,eng ENG,GK,37-159,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Liam Delap,eng ENG,FW,20-001,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Claudio Gomes,fr FRA,MF,22-201,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Ben Knight,eng ENG,MF,20-240,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Luke Mbete-Tatu,eng ENG,DF,19-144,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Stefan Ortega,de GER,GK,30-095,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Máximo Perrone,ar ARG,MF,20-033,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Josh Wilson-Esbrand,eng ENG,DF,20-045,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Squad Total,,,27.8,21,231,1890.0,21.0,52.0,41.0,93.0,48.0,4.0,4.0,22.0,1.0,42.7,39.6,32.7,72.2,578.0,1221.0,1208.0,2.48,1.95,4.43,2.29,4.24,2.03,1.56,3.59,1.88,3.44,
Opponent Total,,,27.4,21,231,1890.0,21.0,20.0,13.0,33.0,18.0,2.0,2.0,50.0,2.0,17.0,15.5,13.1,28.6,240.0,466.0,463.0,0.95,0.62,1.57,0.86,1.48,0.81,0.63,1.44,0.74,1.36,
