Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Saïd Benrahma,dz ALG,"FW,MF",27-183,19,11,1127.0,12.5,3.0,1.0,4.0,1.0,2.0,2.0,0.0,0.0,3.6,2.0,1.7,3.7,56.0,44.0,151.0,0.24,0.08,0.32,0.08,0.16,0.29,0.14,0.42,0.16,0.3,Matches
Pablo Fornals,es ESP,"FW,MF",26-352,18,11,960.0,10.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,1.1,1.9,19.0,48.0,65.0,0.09,0.0,0.09,0.09,0.09,0.08,0.1,0.18,0.08,0.18,Matches
Gianluca Scamacca,it ITA,FW,24-039,16,11,926.0,10.3,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,2.5,2.5,0.7,3.1,13.0,17.0,48.0,0.29,0.0,0.29,0.29,0.29,0.24,0.07,0.31,0.24,0.31,Matches
Michail Antonio,jm JAM,FW,32-318,20,10,985.0,10.9,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,2.5,2.5,1.0,3.5,23.0,16.0,63.0,0.18,0.18,0.37,0.18,0.37,0.23,0.09,0.32,0.23,0.32,Matches
Craig Dawson,eng ENG,DF,32-279,8,8,720.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.1,0.6,0.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.07,0.06,0.07,Matches
Ben Johnson,eng ENG,DF,23-016,9,6,543.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,8.0,23.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches
Emerson Palmieri,it ITA,"DF,MF",28-190,10,6,457.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.3,0.6,21.0,17.0,29.0,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.11,0.05,0.11,Matches
Nayef Aguerd,ma MAR,DF,26-316,5,4,436.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.7,0.7,0.0,0.8,1.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.15,0.01,0.16,0.15,0.16,Matches
Angelo Ogbonna,it ITA,DF,34-262,6,4,387.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.07,0.03,0.07,Matches
Flynn Downes,eng ENG,MF,24-020,9,3,286.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.3,1.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.08,0.02,0.09,0.08,0.09,Matches
Manuel Lanzini,ar ARG,"MF,FW",29-359,5,1,126.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches
Maxwel Cornet,ci CIV,FW,26-135,5,1,91.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,2.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.53,0.53,0.53,Matches
Alphonse Areola,fr FRA,GK,29-347,2,0,107.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Danny Ings,eng ENG,FW,30-201,2,0,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.23,0.57,0.8,0.23,0.8,Matches
Divin Mubama,eng ENG,FW,18-107,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Conor Coventry,ie IRL,"MF,FW",22-321,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Joseph Anang,eng ENG,GK,22-246,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Harrison Ashby,sct SCO,DF,21-087,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Krisztián Hegyi,hu HUN,GK,20-138,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Armstrong Okoflex,ie IRL,MF,20-344,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Darren Randolph,ie IRL,GK,35-273,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Nikola Vlašić,hr CRO,"FW,MF",25-128,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Squad Total,,,28.7,21,231,1890.0,21.0,18.0,7.0,25.0,14.0,4.0,6.0,27.0,0.0,26.6,22.6,16.2,38.8,331.0,761.0,757.0,0.86,0.33,1.19,0.67,1.0,1.27,0.77,2.04,1.08,1.85,
Opponent Total,,,27.3,21,231,1890.0,21.0,25.0,19.0,44.0,23.0,2.0,3.0,36.0,0.0,23.3,20.9,16.7,37.6,413.0,878.0,873.0,1.19,0.9,2.1,1.1,2.0,1.11,0.79,1.9,1.0,1.79,
