Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 26_level_0
Manuel Lanzini,ar ARG,"MF,FW",29-359,5,126.0,25.0,6.7,1.4,1,56.0,0,4,18.0,16,0.2,0.0,2.0,-2.0,-1.43,-1.12,1.7,1.6,0.1,0.07,-0.09,Matches
Maxwel Cornet,ci CIV,FW,26-135,5,91.0,18.0,4.8,1.0,1,33.0,0,4,15.0,2,0.6,1.0,1.0,0.0,0.0,0.4,1.6,0.5,1.1,1.1,0.99,Matches
Alphonse Areola,fr FRA,GK,29-347,2,107.0,54.0,5.7,1.2,0,,0,2,54.0,17,0.0,0.0,2.0,-2.0,-1.68,-1.38,1.1,2.3,-1.2,-1.02,-1.25,Matches
Danny Ings,eng ENG,FW,30-201,2,29.0,15.0,1.5,0.3,0,,0,2,15.0,0,2.0,0.0,0.0,0.0,0.0,0.39,0.5,0.3,0.2,0.69,0.54,Matches
Divin Mubama,eng ENG,FW,18-107,1,4.0,4.0,0.2,0.0,0,,0,1,4.0,0,0.0,0.0,0.0,0.0,0.0,0.38,0.1,0.0,0.1,1.17,1.01,Matches
Conor Coventry,ie IRL,"MF,FW",22-321,1,1.0,1.0,0.1,0.0,0,,0,1,1.0,10,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,-0.16,Matches
Joseph Anang,eng ENG,GK,22-246,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Harrison Ashby,sct SCO,DF,21-087,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
Krisztián Hegyi,hu HUN,GK,20-138,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Armstrong Okoflex,ie IRL,MF,20-344,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Darren Randolph,ie IRL,GK,35-273,0,,,,,0,,0,0,,8,,,,,,,,,,,,Matches
Nikola Vlašić,hr CRO,"FW,MF",25-128,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Squad Total,,,28.7,21,1890.0,90.0,100.0,21.0,231,84.0,164,67,21.0,120,0.9,18.0,26.0,-8.0,-0.38,,26.6,23.3,3.3,0.16,,
Opponent Total,,,27.3,21,1890.0,90.0,100.0,21.0,231,84.0,164,67,21.0,114,1.9,26.0,18.0,8.0,0.38,,23.3,26.6,-3.3,-0.16,,
