Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0
Harry Toffolo,eng ENG,DF,27-174,6.8,179,269,66.5,2818,1291,101,118,85.6,69,102,67.6,7,32,21.9,0,0.7,0.9,-0.7,4,10,7,4,21,Matches
Lewis O'Brien,eng ENG,MF,24-118,6.5,166,214,77.6,2785,650,72,85,84.7,84,103,81.6,7,16,43.8,0,0.2,0.2,-0.2,4,19,3,0,21,Matches
Emmanuel Dennis,ng NGA,FW,25-086,4.1,70,99,70.7,1068,223,42,49,85.7,18,27,66.7,6,8,75.0,1,0.3,0.3,0.7,4,4,2,1,9,Matches
Wayne Hennessey,wls WAL,GK,36-016,2.0,45,56,80.4,1510,1133,3,3,100.0,22,22,100.0,20,31,64.5,0,0.0,0.0,0.0,0,2,0,0,0,Matches
Moussa Niakhate,fr FRA,DF,26-338,1.8,38,50,76.0,749,255,10,11,90.9,24,26,92.3,4,8,50.0,0,0.0,0.0,0.0,0,2,0,0,2,Matches
Chris Wood,nz NZL,FW,31-064,1.6,14,28,50.0,161,30,10,17,58.8,3,8,37.5,0,1,0.0,0,0.0,0.0,0.0,1,3,0,0,2,Matches
Jack Colback,eng ENG,MF,33-108,3.1,59,72,81.9,1074,255,25,29,86.2,27,32,84.4,6,9,66.7,0,0.2,0.1,-0.2,2,8,1,1,8,Matches
Sam Surridge,eng ENG,FW,24-196,2.9,28,65,43.1,377,125,18,36,50.0,8,18,44.4,1,3,33.3,0,0.1,0.0,-0.1,1,4,0,0,5,Matches
Gustavo Scarpa,br BRA,MF,29-035,1.2,38,56,67.9,828,329,13,15,86.7,18,21,85.7,6,10,60.0,0,0.0,0.0,0.0,1,7,0,0,8,Matches
Danilo,br BRA,MF,21-286,1.0,27,38,71.1,524,141,10,15,66.7,12,16,75.0,4,6,66.7,0,0.0,0.0,0.0,1,4,0,0,3,Matches
Keylor Navas,cr CRC,GK,36-056,1.0,15,36,41.7,652,574,1,1,100.0,3,3,100.0,11,32,34.4,0,0.0,0.0,0.0,0,1,0,0,0,Matches
Giulian Biancone,fr FRA,DF,22-315,0.2,15,21,71.4,253,126,6,7,85.7,8,10,80.0,1,3,33.3,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Alexander Mighten,eng ENG,FW,20-304,0.1,1,1,100.0,11,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Cafú,pt POR,MF,29-348,0.1,2,2,100.0,45,41,0,0,,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1,Matches
André Ayew,gh GHA,FW,33-054,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Squad Total,,,26.6,21.0,5827,8100,71.9,107741,41900,2395,2906,82.4,2561,3156,81.1,708,1545,45.8,9,17.4,12.0,-8.4,150,394,103,35,506,
Opponent Total,,,27.4,21.0,10033,12325,81.4,170699,57364,4722,5287,89.3,4202,4815,87.3,856,1593,53.7,24,22.1,21.3,1.9,228,803,198,41,965,
