Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 26_level_0
Taiwo Awoniyi,ng NGA,FW,25-181,16,730.0,46.0,38.6,8.1,9,67.0,0,7,18.0,2,0.81,6.0,18.0,-12.0,-1.48,-1.01,10.1,12.7,-2.5,-0.31,0.1,Matches
Cheikhou Kouyaté,sn SEN,"MF,DF",33-050,12,704.0,59.0,37.2,7.8,9,72.0,1,3,18.0,1,0.83,6.0,20.0,-14.0,-1.79,-1.49,7.1,13.1,-5.9,-0.76,-0.61,Matches
Orel Mangala,be BEL,MF,24-328,13,638.0,49.0,33.8,7.1,9,63.0,0,4,18.0,3,1.46,5.0,6.0,-1.0,-0.14,1.08,8.7,10.0,-1.3,-0.19,0.28,Matches
Willy Boly,ci CIV,DF,32-006,7,586.0,84.0,31.0,6.5,7,84.0,5,0,,8,1.57,5.0,8.0,-3.0,-0.46,0.57,6.5,7.7,-1.2,-0.19,0.27,Matches
Harry Toffolo,eng ENG,DF,27-174,10,613.0,61.0,32.4,6.8,6,90.0,5,4,19.0,4,0.9,3.0,9.0,-6.0,-0.88,-0.04,5.9,11.9,-6.0,-0.89,-0.76,Matches
Lewis O'Brien,eng ENG,MF,24-118,13,584.0,45.0,30.9,6.5,6,77.0,3,7,17.0,2,0.92,5.0,14.0,-9.0,-1.39,-0.77,6.7,13.7,-7.0,-1.08,-1.02,Matches
Emmanuel Dennis,ng NGA,FW,25-086,10,373.0,37.0,19.7,4.1,3,72.0,0,7,22.0,6,0.2,2.0,12.0,-10.0,-2.41,-1.94,3.8,7.9,-4.2,-1.0,-0.78,Matches
Wayne Hennessey,wls WAL,GK,36-016,2,180.0,90.0,9.5,2.0,2,90.0,2,0,,19,0.5,1.0,4.0,-3.0,-1.5,-0.71,2.6,3.8,-1.2,-0.62,-0.28,Matches
Moussa Niakhate,fr FRA,DF,26-338,2,160.0,80.0,8.5,1.8,2,80.0,0,0,,0,1.5,1.0,2.0,-1.0,-0.56,0.32,1.5,3.2,-1.7,-0.93,-0.61,Matches
Chris Wood,nz NZL,FW,31-064,2,146.0,73.0,7.7,1.6,2,73.0,0,0,,0,2.0,1.0,1.0,0.0,0.0,0.93,1.0,2.1,-1.0,-0.63,-0.27,Matches
Jack Colback,eng ENG,MF,33-108,8,281.0,35.0,14.9,3.1,1,90.0,1,7,27.0,3,1.63,2.0,4.0,-2.0,-0.64,0.25,3.6,4.2,-0.6,-0.19,0.22,Matches
Sam Surridge,eng ENG,FW,24-196,14,264.0,19.0,14.0,2.9,1,62.0,0,13,16.0,6,1.36,5.0,2.0,3.0,1.02,2.19,5.2,3.9,1.3,0.45,0.96,Matches
Gustavo Scarpa,br BRA,MF,29-035,3,105.0,35.0,5.6,1.2,1,54.0,0,2,26.0,1,2.33,1.0,0.0,1.0,0.86,1.82,1.9,1.6,0.4,0.3,0.71,Matches
Danilo,br BRA,MF,21-286,2,91.0,46.0,4.8,1.0,1,45.0,0,1,46.0,0,2.0,2.0,0.0,2.0,1.98,2.98,1.5,1.1,0.3,0.32,0.73,Matches
Keylor Navas,cr CRC,GK,36-056,1,90.0,90.0,4.8,1.0,1,90.0,1,0,,0,3.0,1.0,0.0,1.0,1.0,1.95,0.4,0.9,-0.5,-0.48,-0.11,Matches
Giulian Biancone,fr FRA,DF,22-315,2,17.0,9.0,0.9,0.2,0,,0,2,9.0,8,0.5,0.0,1.0,-1.0,-5.29,-4.48,0.3,0.5,-0.3,-1.38,-1.02,Matches
Alexander Mighten,eng ENG,FW,20-304,1,8.0,8.0,0.4,0.1,0,,0,1,8.0,4,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.2,-0.2,-2.55,-2.18,Matches
Cafú,pt POR,MF,29-348,1,7.0,7.0,0.4,0.1,0,,0,1,7.0,1,3.0,0.0,0.0,0.0,0.0,0.86,0.0,0.2,-0.2,-2.58,-2.22,Matches
André Ayew,gh GHA,FW,33-054,1,1.0,1.0,0.1,0.0,0,,0,1,1.0,0,3.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,-1.34,-0.97,Matches
Loïc Bade,fr FRA,DF,22-304,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Felipe,br BRA,DF,33-269,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Oliver Hammond,wls WAL,MF,20-088,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Loïc Mbe Soh,fr FRA,DF,21-241,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Jordan Smith,eng ENG,GK,28-063,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Dale Taylor,nir NIR,FW,19-059,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Lyle Taylor,ms MSR,FW,32-317,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Squad Total,,,26.6,21,1890.0,90.0,100.0,21.0,231,82.0,145,87,20.0,102,1.14,17.0,35.0,-18.0,-0.86,,23.4,31.3,-7.9,-0.37,,
Opponent Total,,,27.4,21,1890.0,90.0,100.0,21.0,231,82.0,145,87,20.0,104,1.57,35.0,17.0,18.0,0.86,,31.3,23.4,7.9,0.37,,
