Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2022-11-01,21:00,Champions Lg,Group stage,Tue,Away,W,2.0,1.0,fr Marseille,0.6,1.4,36.0,50768.0,Hugo Lloris,3-4-3,Szymon Marciniak,Match Report,
2022-11-06,16:30,Premier League,Matchweek 15,Sun,Home,L,1.0,2.0,Liverpool,1.2,1.2,47.0,62008.0,Hugo Lloris,5-3-2,Andy Madley,Match Report,
2022-11-09,19:45,EFL Cup,Third round,Wed,Away,L,0.0,2.0,Nott'ham Forest,,,59.0,28384.0,Harry Kane,3-5-2,Peter Bankes,Match Report,
2022-11-12,15:00,Premier League,Matchweek 16,Sat,Home,W,4.0,3.0,Leeds United,1.8,1.1,55.0,61667.0,Hugo Lloris,3-4-3,Michael Salisbury,Match Report,
2022-12-26,12:30,Premier League,Matchweek 17,Mon,Away,D,2.0,2.0,Brentford,1.1,2.0,61.0,17137.0,Harry Kane,3-4-3,David Coote,Match Report,
2023-01-01,14:00,Premier League,Matchweek 18,Sun,Home,L,0.0,2.0,Aston Villa,0.7,1.0,59.0,61651.0,Hugo Lloris,3-4-3,John Brooks,Match Report,
2023-01-04,20:00,Premier League,Matchweek 19,Wed,Away,W,4.0,0.0,Crystal Palace,1.4,0.8,53.0,25132.0,Hugo Lloris,3-4-3,Michael Oliver,Match Report,
2023-01-07,12:30,FA Cup,Third round proper,Sat,Home,W,1.0,0.0,Portsmouth,,,72.0,60161.0,Harry Kane,3-4-3,Thomas Bramall,Match Report,
2023-01-15,16:30,Premier League,Matchweek 20,Sun,Home,L,0.0,2.0,Arsenal,1.6,1.8,51.0,61870.0,Hugo Lloris,3-4-3,Craig Pawson,Match Report,
2023-01-19,20:00,Premier League,Matchweek 7,Thu,Away,L,2.0,4.0,Manchester City,0.8,2.3,42.0,53088.0,Hugo Lloris,3-4-3,Simon Hooper,Match Report,
2023-01-23,20:00,Premier League,Matchweek 21,Mon,Away,W,1.0,0.0,Fulham,0.9,1.0,46.0,24190.0,Hugo Lloris,3-4-3,Paul Tierney,Match Report,
2023-01-28,18:00,FA Cup,Fourth round proper,Sat,Away,W,3.0,0.0,Preston,,,69.0,21219.0,Davinson Sánchez,3-4-3,Peter Bankes,Match Report,
2023-02-05,16:30,Premier League,Matchweek 22,Sun,Home,W,1.0,0.0,Manchester City,1.4,1.3,36.0,61747.0,Hugo Lloris,3-4-3,Andy Madley,Match Report,
2023-02-11,15:00,Premier League,Matchweek 23,Sat,Away,L,1.0,4.0,Leicester City,1.3,1.7,51.0,32184.0,Harry Kane,3-4-3,Michael Salisbury,Match Report,
2023-02-14,21:00,Champions Lg,Round of 16,Tue,Away,L,0.0,1.0,it Milan,0.4,1.7,53.0,74320.0,Harry Kane,3-4-3,Sandro Schärer,Match Report,Leg 1 of 2
2023-02-19,16:30,Premier League,Matchweek 24,Sun,Home,W,2.0,0.0,West Ham,1.5,0.5,57.0,61476.0,Harry Kane,3-4-3,Michael Oliver,Match Report,
2023-02-26,13:30,Premier League,Matchweek 25,Sun,Home,W,2.0,0.0,Chelsea,0.8,0.4,41.0,61613.0,Harry Kane,3-4-3,Stuart Attwell,Match Report,
2023-03-01,19:55,FA Cup,Fifth round proper,Wed,Away,L,0.0,1.0,Sheffield Utd,,,53.0,28308.0,Eric Dier,3-4-3,John Brooks,Match Report,
2023-03-04,15:00,Premier League,Matchweek 26,Sat,Away,L,0.0,1.0,Wolves,1.2,0.5,54.0,31585.0,Harry Kane,3-4-3,Tim Robinson,Match Report,
2023-03-08,20:00,Champions Lg,Round of 16,Wed,Home,D,0.0,0.0,it Milan,0.5,1.4,54.0,61602.0,Harry Kane,3-4-3,Clément Turpin,Match Report,Leg 2 of 2; Milan won
2023-03-11,15:00,Premier League,Matchweek 27,Sat,Home,W,3.0,1.0,Nott'ham Forest,2.0,1.5,55.0,61460.0,Harry Kane,3-4-3,Craig Pawson,Match Report,
2023-03-18,15:00,Premier League,Matchweek 28,Sat,Away,,,,Southampton,,,,,,,,Head-to-Head,
2023-04-03,20:00,Premier League,Matchweek 29,Mon,Away,,,,Everton,,,,,,,,Head-to-Head,
2023-04-08,15:00,Premier League,Matchweek 30,Sat,Home,,,,Brighton,,,,,,,,Head-to-Head,
2023-04-15,15:00,Premier League,Matchweek 31,Sat,Home,,,,Bournemouth,,,,,,,,Head-to-Head,
2023-04-23,14:00,Premier League,Matchweek 32,Sun,Away,,,,Newcastle Utd,,,,,,,,Head-to-Head,
2023-04-27,20:15,Premier League,Matchweek 33,Thu,Home,,,,Manchester Utd,,,,,,,,Head-to-Head,
2023-04-30,16:30,Premier League,Matchweek 34,Sun,Away,,,,Liverpool,,,,,,,,Head-to-Head,
2023-05-06,15:00,Premier League,Matchweek 35,Sat,Home,,,,Crystal Palace,,,,,,,,Head-to-Head,
2023-05-13,15:00,Premier League,Matchweek 36,Sat,Away,,,,Aston Villa,,,,,,,,Head-to-Head,
2023-05-20,15:00,Premier League,Matchweek 37,Sat,Home,,,,Brentford,,,,,,,,Head-to-Head,
2023-05-28,15:00,Premier League,Matchweek 38,Sun,Away,,,,Leeds United,,,,,,,,Head-to-Head,
