Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 26_level_0
Joe Aribo,ng NGA,"MF,FW",26-203,18,1082.0,60.0,57.2,12.0,11,79.0,3,7,30.0,3,0.67,12.0,19.0,-7.0,-0.58,0.98,12.1,13.8,-1.7,-0.14,0.54,Matches
Roméo Lavia,be BEL,MF,19-034,12,805.0,67.0,42.6,8.9,10,75.0,4,2,29.0,0,0.83,10.0,20.0,-10.0,-1.12,-0.21,9.4,13.1,-3.7,-0.41,-0.07,Matches
Ibrahima Diallo,fr FRA,MF,23-338,13,714.0,55.0,37.8,7.9,10,68.0,4,3,12.0,8,0.85,5.0,15.0,-10.0,-1.26,-0.42,5.6,11.8,-6.2,-0.78,-0.65,Matches
Stuart Armstrong,sct SCO,"MF,FW",30-316,17,765.0,45.0,40.5,8.5,7,71.0,0,10,27.0,1,0.53,5.0,20.0,-15.0,-1.76,-1.28,10.0,13.3,-3.4,-0.4,-0.03,Matches
Duje Ćaleta-Car,hr CRO,DF,26-145,10,716.0,72.0,37.9,8.0,7,84.0,5,3,42.0,4,0.8,7.0,11.0,-4.0,-0.5,0.8,7.8,10.6,-2.8,-0.35,0.04,Matches
Lyanco,br BRA,DF,26-008,12,680.0,57.0,36.0,7.6,7,89.0,6,5,11.0,7,1.08,5.0,10.0,-5.0,-0.66,0.53,7.8,8.7,-1.0,-0.13,0.39,Matches
Moussa Djenepo,ml MLI,"DF,FW",24-239,12,578.0,48.0,30.6,6.4,6,79.0,2,6,18.0,6,0.83,5.0,11.0,-6.0,-0.93,0.09,5.6,7.1,-1.5,-0.24,0.2,Matches
Ainsley Maitland-Niles,eng ENG,"MF,DF",25-164,10,544.0,54.0,28.8,6.0,5,81.0,1,5,28.0,4,0.7,6.0,10.0,-4.0,-0.66,0.47,7.5,6.1,1.3,0.22,0.84,Matches
Samuel Edozie,eng ENG,"FW,MF",20-012,14,530.0,38.0,28.0,5.9,5,69.0,0,9,21.0,1,0.36,4.0,8.0,-4.0,-0.68,0.45,6.2,6.5,-0.3,-0.06,0.44,Matches
Sekou Mara,fr FRA,"FW,MF",20-194,14,327.0,23.0,17.3,3.6,3,60.0,0,11,13.0,5,0.57,3.0,5.0,-2.0,-0.55,0.54,3.0,5.5,-2.5,-0.69,-0.38,Matches
Jan Bednarek,pl POL,DF,26-303,3,249.0,83.0,13.2,2.8,3,83.0,2,0,,3,0.33,1.0,9.0,-8.0,-2.89,-2.18,1.8,5.4,-3.6,-1.3,-1.06,Matches
Juan Larios,es ESP,DF,19-028,5,152.0,30.0,8.0,1.7,2,46.0,0,3,20.0,4,0.6,1.0,2.0,-1.0,-0.59,0.44,1.4,2.5,-1.1,-0.66,-0.3,Matches
Theo Walcott,eng ENG,"FW,MF",33-330,4,139.0,35.0,7.4,1.5,1,63.0,0,3,25.0,8,0.25,0.0,4.0,-4.0,-2.59,-1.72,1.9,1.9,0.0,0.0,0.41,Matches
James Bree,eng ENG,DF,25-121,1,90.0,90.0,4.8,1.0,1,90.0,1,0,,0,0.0,0.0,3.0,-3.0,-3.0,-2.1,0.7,2.2,-1.5,-1.49,-1.17,Matches
Oriol Romeu,es ESP,MF,31-138,1,74.0,74.0,3.9,0.8,1,74.0,0,0,,3,0.0,1.0,4.0,-3.0,-3.65,-2.76,0.3,1.4,-1.1,-1.31,-0.97,Matches
Yan Valery,tn TUN,DF,23-352,1,45.0,45.0,2.4,0.5,1,45.0,0,0,,4,0.0,1.0,2.0,-1.0,-2.0,-1.02,0.2,1.0,-0.8,-1.52,-1.17,Matches
Carlos Alcaraz,ar ARG,MF,20-071,2,56.0,28.0,3.0,0.6,0,,0,2,28.0,1,1.5,1.0,1.0,0.0,0.0,1.03,0.6,1.2,-0.7,-1.05,-0.69,Matches
Jack Stephens,eng ENG,DF,29-013,2,46.0,23.0,2.4,0.5,0,,0,2,23.0,0,0.5,0.0,2.0,-2.0,-3.91,-2.99,0.3,0.6,-0.4,-0.7,-0.33,Matches
Paul Onuachu,ng NGA,FW,28-257,1,45.0,45.0,2.4,0.5,0,,0,1,45.0,0,0.0,0.0,1.0,-1.0,-2.0,-1.02,0.5,0.6,-0.1,-0.21,0.18,Matches
Kamaldeen Sulemana,gh GHA,MF,20-359,1,45.0,45.0,2.4,0.5,0,,0,1,45.0,0,0.0,0.0,1.0,-1.0,-2.0,-1.02,0.5,0.6,-0.1,-0.21,0.18,Matches
Mislav Oršić,hr CRO,MF,30-042,1,7.0,7.0,0.4,0.1,0,,0,1,7.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.2,2.22,2.61,Matches
Nathan Redmond,eng ENG,DF,28-340,1,1.0,1.0,0.1,0.0,0,,0,1,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.89,-1.52,Matches
Willy Caballero,ar ARG,GK,41-134,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
Ryan Finnigan,eng ENG,MF,19-139,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Alex McCarthy,eng ENG,GK,33-068,0,,,,,0,,0,0,,15,,,,,,,,,,,,Matches
Jimmy Morgan,eng ENG,FW,17-019,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Lewis Payne,eng ENG,DF,18-255,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Squad Total,,,25.1,21,1890.0,90.0,100.0,21.0,231,81.0,137,94,22.0,95,0.71,17.0,38.0,-21.0,-1.0,,20.3,28.2,-7.9,-0.38,,
Opponent Total,,,27.5,21,1890.0,90.0,100.0,21.0,231,81.0,137,94,22.0,108,2.14,38.0,17.0,21.0,1.0,,28.2,20.3,7.9,0.38,,
