Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Hugo Bueno,es ESP,DF,20-181,15,13,1040.0,11.6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.6,0.8,43.0,31.0,52.0,0.0,0.09,0.09,0.0,0.09,0.02,0.06,0.07,0.02,0.07,Matches
Adama Traoré,es ESP,"FW,MF",27-052,24,9,1142.0,12.7,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.2,1.2,2.8,4.0,65.0,29.0,119.0,0.16,0.08,0.24,0.16,0.24,0.09,0.22,0.31,0.09,0.31,Matches
Rayan Aït Nouri,fr FRA,DF,21-285,20,9,1031.0,11.5,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.7,0.7,1.0,1.7,30.0,43.0,76.0,0.09,0.0,0.09,0.09,0.09,0.06,0.09,0.15,0.06,0.15,Matches
Hwang Hee-chan,kr KOR,FW,27-051,18,9,712.0,7.9,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.2,1.2,1.0,2.3,16.0,21.0,36.0,0.13,0.13,0.25,0.13,0.25,0.16,0.13,0.29,0.16,0.29,Matches
Diego Costa,es ESP,FW,34-162,14,9,711.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.2,2.2,0.3,2.5,10.0,4.0,35.0,0.0,0.0,0.0,0.0,0.0,0.28,0.04,0.31,0.28,0.31,Matches
Pedro Neto,pt POR,"FW,MF",23-009,10,9,689.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,1.2,2.0,30.0,19.0,86.0,0.0,0.0,0.0,0.0,0.0,0.1,0.15,0.26,0.1,0.26,Matches
Gonçalo Guedes,pt POR,"FW,MF",26-109,13,8,707.0,7.9,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.2,1.2,0.5,1.7,20.0,16.0,54.0,0.13,0.13,0.25,0.13,0.25,0.15,0.06,0.22,0.15,0.22,Matches
Craig Dawson,eng ENG,DF,32-316,7,7,630.0,7.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,0.0,0.4,1.0,11.0,1.0,0.14,0.0,0.14,0.14,0.14,0.06,0.0,0.06,0.06,0.06,Matches
Mario Lemina,ga GAB,MF,29-198,8,7,507.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.1,0.2,2.0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,Matches
Raúl Jiménez,mx MEX,FW,31-317,12,6,653.0,7.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.6,3.5,4.0,12.0,39.0,0.0,0.14,0.14,0.0,0.14,0.27,0.22,0.49,0.27,0.49,Matches
Pablo Sarabia,es ESP,"FW,MF",30-311,7,6,470.0,5.2,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.8,1.8,0.7,2.5,9.0,20.0,30.0,0.19,0.0,0.19,0.19,0.19,0.34,0.13,0.48,0.34,0.48,Matches
Matheus Cunha,br BRA,FW,23-295,8,5,402.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.3,1.5,6.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.27,0.07,0.34,0.27,0.34,Matches
Boubacar Traoré,ml MLI,MF,21-210,8,4,384.0,4.3,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.2,0.2,4.0,8.0,2.0,0.0,0.23,0.23,0.0,0.23,0.02,0.04,0.06,0.02,0.06,Matches
Toti Gomes,pt POR,DF,24-061,7,3,310.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches
Leander Dendoncker,be BEL,MF,27-337,4,2,214.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.7,1.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.27,0.02,0.29,0.27,0.29,Matches
Morgan Gibbs-White,eng ENG,"FW,MF",23-050,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,0.1,0.8,4.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.36,0.04,0.4,0.36,0.4,Matches
Joseph Hodge,ie IRL,MF,20-185,5,1,169.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.2,1.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.09,0.06,0.09,Matches
Sasa Kalajdzic,at AUT,FW,25-254,1,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.53,0.53,0.53,Matches
Chem Campbell,wls WAL,"FW,MF",20-078,5,0,74.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,Matches
João Gomes,br BRA,"MF,FW",22-034,3,0,69.0,0.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,2.0,1.0,1.0,1.3,0.0,1.3,1.3,1.3,0.28,0.0,0.28,0.28,0.28,Matches
Dexter Lembikisa,jm JAM,DF,19-134,1,0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Connor Ronan,ie IRL,MF,25-012,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Daniel Bentley,eng ENG,GK,29-248,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Willy Boly,ci CIV,DF,32-043,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Conor Coady,eng ENG,"DF,MF",30-021,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Luke Cundle,eng ENG,MF,20-326,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Nathan Fraser,ie IRL,FW,18-024,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Harvey Griffiths,eng ENG,MF,19-177,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Yerson Mosquera,co COL,DF,21-320,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Matija Šarkić,me MNE,GK,25-238,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Squad Total,,,27.2,27,297,2430.0,27.0,18.0,10.0,28.0,16.0,2.0,2.0,55.0,4.0,26.2,24.7,18.9,43.6,459.0,994.0,988.0,0.67,0.37,1.04,0.59,0.96,0.97,0.7,1.67,0.91,1.62,
Opponent Total,,,27.2,27,297,2430.0,27.0,36.0,28.0,64.0,35.0,1.0,3.0,48.0,0.0,38.9,36.5,28.0,64.5,492.0,1139.0,1123.0,1.33,1.04,2.37,1.3,2.33,1.44,1.04,2.48,1.35,2.39,
