Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2023-01-28,15:00,FA Cup,Fourth round proper,Sat,Home,D,1.0,1.0,Sunderland,,,69.0,22905.0,Tom Cairney,4-2-3-1,Michael Salisbury,Match Report,
2023-02-03,20:00,Premier League,Matchweek 22,Fri,Away,D,0.0,0.0,Chelsea,0.6,1.3,34.0,40041.0,Tim Ream,4-2-3-1,Stuart Attwell,Match Report,
2023-02-08,19:45,FA Cup,Fourth round proper,Wed,Away,W,3.0,2.0,Sunderland,,,48.0,29651.0,Tom Cairney,4-2-3-1,Tim Robinson,Match Report,
2023-02-11,15:00,Premier League,Matchweek 23,Sat,Home,W,2.0,0.0,Nott'ham Forest,1.5,0.7,50.0,24244.0,Tim Ream,4-2-3-1,Andy Madley,Match Report,
2023-02-18,15:00,Premier League,Matchweek 24,Sat,Away,W,1.0,0.0,Brighton,0.3,2.2,35.0,31619.0,Tim Ream,4-2-3-1,Darren England,Match Report,
2023-02-24,20:00,Premier League,Matchweek 25,Fri,Home,D,1.0,1.0,Wolves,0.5,0.8,51.0,24399.0,Tim Ream,4-2-3-1,Michael Oliver,Match Report,
2023-02-28,19:45,FA Cup,Fifth round proper,Tue,Home,W,2.0,0.0,Leeds United,,,54.0,19359.0,Tim Ream,4-2-3-1,Chris Kavanagh,Match Report,
2023-03-06,20:00,Premier League,Matchweek 26,Mon,Away,L,2.0,3.0,Brentford,1.4,2.2,63.0,17025.0,Tim Ream,4-2-3-1,Anthony Taylor,Match Report,
2023-03-12,14:00,Premier League,Matchweek 27,Sun,Home,L,0.0,3.0,Arsenal,0.8,2.3,45.0,24426.0,Tim Ream,4-2-3-1,David Coote,Match Report,
2023-03-18,15:00,Premier League,Matchweek 28,Sat,Away,,,,Liverpool,,,,,,,,,Match Postponed
2023-03-19,16:30,FA Cup,Quarter-finals,Sun,Away,,,,Manchester Utd,,,,,,,,Head-to-Head,
2023-04-01,15:00,Premier League,Matchweek 29,Sat,Away,,,,Bournemouth,,,,,,,,Head-to-Head,
2023-04-08,15:00,Premier League,Matchweek 30,Sat,Home,,,,West Ham,,,,,,,,Head-to-Head,
2023-04-15,15:00,Premier League,Matchweek 31,Sat,Away,,,,Everton,,,,,,,,Head-to-Head,
2023-04-22,12:30,Premier League,Matchweek 32,Sat,Home,,,,Leeds United,,,,,,,,Head-to-Head,
2023-04-25,19:45,Premier League,Matchweek 33,Tue,Away,,,,Aston Villa,,,,,,,,Head-to-Head,
2023-04-30,14:00,Premier League,Matchweek 34,Sun,Home,,,,Manchester City,,,,,,,,Head-to-Head,
2023-05-06,15:00,Premier League,Matchweek 35,Sat,Home,,,,Leicester City,,,,,,,,Head-to-Head,
2023-05-13,15:00,Premier League,Matchweek 36,Sat,Away,,,,Southampton,,,,,,,,Head-to-Head,
2023-05-20,15:00,Premier League,Matchweek 37,Sat,Home,,,,Crystal Palace,,,,,,,,Head-to-Head,
2023-05-28,15:00,Premier League,Matchweek 38,Sun,Away,,,,Manchester Utd,,,,,,,,Head-to-Head,
