Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Bruno Guimarães,br BRA,MF,25-085,17,17,1397.0,15.5,3.0,3.0,6.0,3.0,0.0,0.0,3.0,0.0,0.9,0.9,1.8,2.7,17.0,110.0,12.0,0.19,0.19,0.39,0.19,0.39,0.06,0.12,0.17,0.06,0.17,Matches
Callum Wilson,eng ENG,FW,30-347,16,14,1128.0,12.5,7.0,3.0,10.0,6.0,1.0,1.0,3.0,0.0,7.9,7.1,1.5,8.5,20.0,13.0,75.0,0.56,0.24,0.8,0.48,0.72,0.63,0.12,0.74,0.56,0.68,Matches
Allan Saint-Maximin,fr FRA,FW,25-334,13,5,552.0,6.1,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.2,2.3,43.0,34.0,65.0,0.16,0.49,0.65,0.16,0.65,0.17,0.2,0.37,0.17,0.37,Matches
Jacob Murphy,eng ENG,FW,27-350,21,5,547.0,6.1,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.6,1.4,33.0,22.0,54.0,0.16,0.16,0.33,0.16,0.33,0.13,0.1,0.23,0.13,0.23,Matches
Chris Wood,nz NZL,FW,31-064,18,4,446.0,5.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.8,1.0,0.3,1.3,1.0,4.0,23.0,0.4,0.0,0.4,0.2,0.2,0.37,0.06,0.43,0.21,0.27,Matches
Matt Targett,eng ENG,DF,27-144,10,4,426.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,2.0,31.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches
Ryan Fraser,sct SCO,FW,28-350,8,3,313.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.4,0.7,8.0,9.0,23.0,0.0,0.0,0.0,0.0,0.0,0.09,0.11,0.2,0.09,0.2,Matches
Alexander Isak,se SWE,FW,23-141,5,3,284.0,3.2,3.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,3.2,2.4,0.5,2.9,4.0,5.0,17.0,0.95,0.0,0.95,0.63,0.63,1.01,0.15,1.16,0.76,0.91,Matches
Jamaal Lascelles,eng ENG,DF,29-090,4,1,107.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches
Elliot Anderson,sct SCO,"FW,MF",20-095,9,0,114.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,14.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.38,0.4,0.78,0.38,0.78,Matches
Jonjo Shelvey,eng ENG,MF,30-347,3,0,37.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Anthony Gordon,eng ENG,FW,21-350,1,0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.33,0.31,0.64,0.33,0.64,Matches
Javier Manquillo,es ESP,DF,28-280,1,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jamal Lewis,nir NIR,DF,25-015,1,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Matt Ritchie,sct SCO,FW,33-152,2,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Emil Krafth,se SWE,DF,28-191,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Karl Darlow,eng ENG,GK,32-124,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Martin Dúbravka,sk SVK,GK,34-025,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Paul Dummett,wls WAL,DF,31-136,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Loris Karius,de GER,GK,29-232,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Squad Total,,,28.1,21,231,1890.0,21.0,33.0,21.0,54.0,30.0,3.0,3.0,37.0,0.0,33.8,31.5,25.0,56.5,363.0,874.0,865.0,1.57,1.0,2.57,1.43,2.43,1.61,1.19,2.8,1.5,2.69,
Opponent Total,,,27.5,21,231,1890.0,21.0,12.0,10.0,22.0,11.0,1.0,2.0,47.0,1.0,18.7,17.2,14.6,31.8,331.0,708.0,698.0,0.57,0.48,1.05,0.52,1.0,0.89,0.7,1.59,0.82,1.51,
